timestamp,phase,q1,q2,q3,q4,q5,q6,ee_x_act,ee_y_act,ee_z_act,ee_x_des,ee_y_des,ee_z_des,err_x,err_y,err_z
0.0000,WAIT_FOR_START,-0.1962,0.1331,-1.4476,0.0134,0.1282,3.1465,0.0632,0.3177,0.7058,0.0603,0.3186,0.7055,-0.002946,0.000886,-0.000317
0.0000,WAIT_FOR_START,-0.2004,0.1307,-1.4582,0.0576,0.2536,3.1117,0.0650,0.3171,0.7060,0.0603,0.3186,0.7055,-0.004770,0.001519,-0.000534
0.0000,WAIT_FOR_START,-0.1987,0.1264,-1.4662,0.0852,0.3764,3.0919,0.0652,0.3169,0.7062,0.0603,0.3186,0.7055,-0.004894,0.001764,-0.000672
0.0000,WAIT_FOR_START,-0.1955,0.1204,-1.4716,0.1005,0.4958,3.0837,0.0648,0.3168,0.7063,0.0603,0.3186,0.7055,-0.004547,0.001871,-0.000774
0.0000,WAIT_FOR_START,-0.1922,0.1128,-1.4745,0.1101,0.6113,3.0809,0.0644,0.3167,0.7063,0.0603,0.3186,0.7055,-0.004099,0.001916,-0.000839
0.0000,WAIT_FOR_START,-0.1889,0.1041,-1.4749,0.1170,0.7225,3.0807,0.0639,0.3167,0.7064,0.0603,0.3186,0.7055,-0.003652,0.001922,-0.000870
0.0000,WAIT_FOR_START,-0.1859,0.0944,-1.4732,0.1224,0.8292,3.0818,0.0635,0.3167,0.7064,0.0603,0.3186,0.7055,-0.003235,0.001897,-0.000873
0.0000,WAIT_FOR_START,-0.1832,0.0840,-1.4696,0.1270,0.9311,3.0838,0.0631,0.3168,0.7064,0.0603,0.3186,0.7055,-0.002857,0.001850,-0.000855
0.0000,WAIT_FOR_START,-0.1808,0.0731,-1.4642,0.1310,1.0282,3.0863,0.0628,0.3168,0.7063,0.0603,0.3186,0.7055,-0.002518,0.001784,-0.000823
0.0000,WAIT_FOR_START,-0.1786,0.0620,-1.4574,0.1347,1.1205,3.0891,0.0625,0.3169,0.7063,0.0603,0.3186,0.7055,-0.002217,0.001706,-0.000782
0.0000,WAIT_FOR_START,-0.1767,0.0508,-1.4493,0.1382,1.2079,3.0922,0.0622,0.3170,0.7062,0.0603,0.3186,0.7055,-0.001950,0.001618,-0.000737
0.0000,WAIT_FOR_START,-0.1750,0.0396,-1.4403,0.1416,1.2885,3.0954,0.0620,0.3172,0.7062,0.0603,0.3186,0.7055,-0.001726,0.001438,-0.000681
0.0000,WAIT_FOR_START,-0.1736,0.0287,-1.4305,0.1449,1.3571,3.0986,0.0619,0.3177,0.7061,0.0603,0.3186,0.7055,-0.001576,0.000945,-0.000620
0.0000,WAIT_FOR_START,-0.1723,0.0183,-1.4204,0.1482,1.4153,3.1020,0.0618,0.3184,0.7061,0.0603,0.3186,0.7055,-0.001487,0.000231,-0.000596
0.0000,WAIT_FOR_START,-0.1712,0.0083,-1.4102,0.1514,1.4649,3.1054,0.0617,0.3193,0.7061,0.0603,0.3186,0.7055,-0.001448,-0.000630,-0.000628
0.0000,WAIT_FOR_START,-0.1702,-0.0010,-1.4001,0.1546,1.5070,3.1088,0.0617,0.3202,0.7062,0.0603,0.3186,0.7055,-0.001449,-0.001580,-0.000719
0.0000,WAIT_FOR_START,-0.1693,-0.0097,-1.3903,0.1577,1.5428,3.1122,0.0618,0.3212,0.7064,0.0603,0.3186,0.7055,-0.001481,-0.002577,-0.000869
0.0000,WAIT_FOR_START,-0.1686,-0.0178,-1.3808,0.1609,1.5732,3.1156,0.0618,0.3222,0.7066,0.0603,0.3186,0.7055,-0.001538,-0.003587,-0.001070
0.0000,WAIT_FOR_START,-0.1679,-0.0253,-1.3717,0.1639,1.5990,3.1190,0.0619,0.3232,0.7068,0.0603,0.3186,0.7055,-0.001612,-0.004586,-0.001314
0.0000,WAIT_FOR_START,-0.1673,-0.0321,-1.3631,0.1670,1.6210,3.1223,0.0620,0.3242,0.7071,0.0603,0.3186,0.7055,-0.001698,-0.005559,-0.001592
0.0000,WAIT_FOR_START,-0.1668,-0.0384,-1.3550,0.1700,1.6397,3.1256,0.0621,0.3251,0.7074,0.0603,0.3186,0.7055,-0.001794,-0.006492,-0.001894
0.0000,WAIT_FOR_START,-0.1663,-0.0442,-1.3475,0.1729,1.6556,3.1288,0.0622,0.3260,0.7077,0.0603,0.3186,0.7055,-0.001894,-0.007378,-0.002213
0.0000,WAIT_FOR_START,-0.1658,-0.0494,-1.3404,0.1758,1.6691,3.1320,0.0623,0.3268,0.7080,0.0603,0.3186,0.7055,-0.001997,-0.008212,-0.002541
0.0000,WAIT_FOR_START,-0.1654,-0.0542,-1.3339,0.1786,1.6806,3.1352,0.0624,0.3276,0.7084,0.0603,0.3186,0.7055,-0.002101,-0.008994,-0.002872
0.0000,WAIT_FOR_START,-0.1650,-0.0586,-1.3278,0.1814,1.6903,3.1383,0.0625,0.3283,0.7087,0.0603,0.3186,0.7055,-0.002203,-0.009720,-0.003201
0.0000,WAIT_FOR_START,-0.1647,-0.0625,-1.3222,0.1842,1.6986,3.1413,0.0626,0.3290,0.7090,0.0603,0.3186,0.7055,-0.002303,-0.010394,-0.003524
0.0000,WAIT_FOR_START,-0.1643,-0.0661,-1.3171,0.1868,1.7056,3.1442,0.0627,0.3296,0.7093,0.0603,0.3186,0.7055,-0.002400,-0.011015,-0.003838
0.0000,WAIT_FOR_START,-0.1640,-0.0693,-1.3124,0.1895,1.7116,3.1471,0.0628,0.3302,0.7096,0.0603,0.3186,0.7055,-0.002493,-0.011586,-0.004140
0.0000,WAIT_FOR_START,-0.1637,-0.0723,-1.3080,0.1920,1.7167,3.1500,0.0629,0.3307,0.7099,0.0603,0.3186,0.7055,-0.002581,-0.012109,-0.004429
0.0000,WAIT_FOR_START,-0.1634,-0.0749,-1.3041,0.1945,1.7211,3.1527,0.0629,0.3312,0.7102,0.0603,0.3186,0.7055,-0.002665,-0.012588,-0.004703
0.0000,WAIT_FOR_START,-0.1632,-0.0773,-1.3005,0.1970,1.7247,3.1554,0.0630,0.3316,0.7105,0.0603,0.3186,0.7055,-0.002745,-0.013025,-0.004961
0.0000,WAIT_FOR_START,-0.1629,-0.0795,-1.2972,0.1994,1.7279,3.1581,0.0631,0.3320,0.7107,0.0603,0.3186,0.7055,-0.002819,-0.013423,-0.005204
0.0000,WAIT_FOR_START,-0.1627,-0.0814,-1.2942,0.2017,1.7305,3.1607,0.0632,0.3324,0.7109,0.0603,0.3186,0.7055,-0.002889,-0.013785,-0.005431
0.0000,WAIT_FOR_START,-0.1624,-0.0832,-1.2915,0.2040,1.7328,3.1632,0.0632,0.3327,0.7111,0.0603,0.3186,0.7055,-0.002955,-0.014113,-0.005642
0.0000,WAIT_FOR_START,-0.1622,-0.0847,-1.2890,0.2062,1.7347,3.1656,0.0633,0.3330,0.7113,0.0603,0.3186,0.7055,-0.003016,-0.014411,-0.005838
0.0000,WAIT_FOR_START,-0.1620,-0.0862,-1.2868,0.2084,1.7364,3.1680,0.0633,0.3333,0.7115,0.0603,0.3186,0.7055,-0.003072,-0.014680,-0.006019
0.0000,WAIT_FOR_START,-0.1618,-0.0874,-1.2848,0.2105,1.7377,3.1704,0.0634,0.3335,0.7117,0.0603,0.3186,0.7055,-0.003125,-0.014924,-0.006186
0.0000,WAIT_FOR_START,-0.1616,-0.0886,-1.2829,0.2126,1.7389,3.1727,0.0634,0.3338,0.7118,0.0603,0.3186,0.7055,-0.003174,-0.015145,-0.006340
0.0000,WAIT_FOR_START,-0.1614,-0.0896,-1.2813,0.2146,1.7399,3.1749,0.0635,0.3340,0.7120,0.0603,0.3186,0.7055,-0.003219,-0.015344,-0.006480
0.0000,WAIT_FOR_START,-0.1612,-0.0905,-1.2798,0.2165,1.7408,3.1770,0.0635,0.3341,0.7121,0.0603,0.3186,0.7055,-0.003261,-0.015523,-0.006609
0.0000,WAIT_FOR_START,-0.1610,-0.0914,-1.2784,0.2185,1.7415,3.1792,0.0636,0.3343,0.7122,0.0603,0.3186,0.7055,-0.003299,-0.015685,-0.006726
0.0000,WAIT_FOR_START,-0.1608,-0.0921,-1.2772,0.2203,1.7421,3.1812,0.0636,0.3345,0.7123,0.0603,0.3186,0.7055,-0.003335,-0.015831,-0.006833
0.0000,WAIT_FOR_START,-0.1606,-0.0928,-1.2761,0.2221,1.7426,3.1832,0.0636,0.3346,0.7124,0.0603,0.3186,0.7055,-0.003368,-0.015962,-0.006930
0.0000,WAIT_FOR_START,-0.1604,-0.0934,-1.2751,0.2239,1.7431,3.1852,0.0637,0.3347,0.7125,0.0603,0.3186,0.7055,-0.003398,-0.016080,-0.007019
0.0000,WAIT_FOR_START,-0.1602,-0.0939,-1.2742,0.2256,1.7435,3.1871,0.0637,0.3348,0.7126,0.0603,0.3186,0.7055,-0.003426,-0.016187,-0.007098
0.0000,WAIT_FOR_START,-0.1601,-0.0944,-1.2734,0.2273,1.7438,3.1889,0.0637,0.3349,0.7127,0.0603,0.3186,0.7055,-0.003452,-0.016282,-0.007170
0.0000,WAIT_FOR_START,-0.1599,-0.0948,-1.2727,0.2290,1.7441,3.1907,0.0638,0.3350,0.7127,0.0603,0.3186,0.7055,-0.003476,-0.016368,-0.007235
0.0000,WAIT_FOR_START,-0.1597,-0.0952,-1.2720,0.2306,1.7443,3.1924,0.0638,0.3351,0.7128,0.0603,0.3186,0.7055,-0.003498,-0.016446,-0.007294
0.0000,WAIT_FOR_START,-0.1596,-0.0956,-1.2714,0.2321,1.7445,3.1942,0.0638,0.3351,0.7129,0.0603,0.3186,0.7055,-0.003519,-0.016515,-0.007346
0.0000,WAIT_FOR_START,-0.1594,-0.0959,-1.2709,0.2336,1.7447,3.1958,0.0638,0.3352,0.7129,0.0603,0.3186,0.7055,-0.003538,-0.016578,-0.007393
0.0000,WAIT_FOR_START,-0.1593,-0.0962,-1.2704,0.2351,1.7448,3.1974,0.0638,0.3353,0.7129,0.0603,0.3186,0.7055,-0.003555,-0.016634,-0.007435
0.0000,WAIT_FOR_START,-0.1591,-0.0964,-1.2700,0.2366,1.7449,3.1990,0.0638,0.3353,0.7130,0.0603,0.3186,0.7055,-0.003572,-0.016684,-0.007473
0.0000,WAIT_FOR_START,-0.1590,-0.0966,-1.2696,0.2380,1.7450,3.2005,0.0639,0.3354,0.7130,0.0603,0.3186,0.7055,-0.003587,-0.016730,-0.007506
0.0000,WAIT_FOR_START,-0.1588,-0.0968,-1.2692,0.2393,1.7451,3.2020,0.0639,0.3354,0.7130,0.0603,0.3186,0.7055,-0.003601,-0.016770,-0.007536
0.0000,WAIT_FOR_START,-0.1587,-0.0970,-1.2689,0.2407,1.7452,3.2035,0.0639,0.3354,0.7131,0.0603,0.3186,0.7055,-0.003614,-0.016807,-0.007562
0.0000,WAIT_FOR_START,-0.1585,-0.0972,-1.2686,0.2420,1.7453,3.2049,0.0639,0.3355,0.7131,0.0603,0.3186,0.7055,-0.003626,-0.016840,-0.007585
0.0000,WAIT_FOR_START,-0.1584,-0.0973,-1.2683,0.2432,1.7453,3.2062,0.0639,0.3355,0.7131,0.0603,0.3186,0.7055,-0.003637,-0.016870,-0.007606
0.0000,WAIT_FOR_START,-0.1583,-0.0975,-1.2681,0.2445,1.7454,3.2076,0.0639,0.3355,0.7131,0.0603,0.3186,0.7055,-0.003647,-0.016896,-0.007624
0.0000,WAIT_FOR_START,-0.1581,-0.0976,-1.2679,0.2457,1.7454,3.2089,0.0639,0.3355,0.7131,0.0603,0.3186,0.7055,-0.003657,-0.016921,-0.007639
0.0000,WAIT_FOR_START,-0.1580,-0.0977,-1.2677,0.2468,1.7454,3.2101,0.0639,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003666,-0.016942,-0.007653
0.0000,WAIT_FOR_START,-0.1579,-0.0978,-1.2675,0.2480,1.7455,3.2114,0.0639,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003675,-0.016962,-0.007664
0.0000,WAIT_FOR_START,-0.1578,-0.0979,-1.2674,0.2491,1.7455,3.2126,0.0640,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003683,-0.016980,-0.007674
0.0000,WAIT_FOR_START,-0.1577,-0.0979,-1.2673,0.2502,1.7455,3.2137,0.0640,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003691,-0.016996,-0.007683
0.0000,WAIT_FOR_START,-0.1576,-0.0980,-1.2671,0.2512,1.7455,3.2149,0.0640,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003698,-0.017010,-0.007690
0.0000,WAIT_FOR_START,-0.1574,-0.0981,-1.2670,0.2523,1.7455,3.2160,0.0640,0.3356,0.7132,0.0603,0.3186,0.7055,-0.003705,-0.017023,-0.007696
0.0000,WAIT_FOR_START,-0.1573,-0.0981,-1.2669,0.2533,1.7456,3.2170,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003711,-0.017036,-0.007701
0.0000,WAIT_FOR_START,-0.1572,-0.0982,-1.2668,0.2542,1.7456,3.2181,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003717,-0.017046,-0.007704
0.0000,WAIT_FOR_START,-0.1571,-0.0982,-1.2667,0.2552,1.7456,3.2191,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003723,-0.017056,-0.007707
0.0000,WAIT_FOR_START,-0.1570,-0.0983,-1.2667,0.2561,1.7456,3.2201,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003728,-0.017066,-0.007709
0.0000,WAIT_FOR_START,-0.1569,-0.0983,-1.2666,0.2570,1.7456,3.2211,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003733,-0.017074,-0.007711
0.0000,WAIT_FOR_START,-0.1568,-0.0983,-1.2665,0.2579,1.7456,3.2220,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003738,-0.017082,-0.007712
0.0000,WAIT_FOR_START,-0.1567,-0.0984,-1.2665,0.2587,1.7456,3.2229,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003743,-0.017089,-0.007712
0.0000,WAIT_FOR_START,-0.1567,-0.0984,-1.2664,0.2595,1.7456,3.2238,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003748,-0.017095,-0.007712
0.0000,WAIT_FOR_START,-0.1566,-0.0984,-1.2664,0.2604,1.7456,3.2246,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003752,-0.017101,-0.007711
0.0000,WAIT_FOR_START,-0.1565,-0.0985,-1.2663,0.2611,1.7456,3.2255,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003756,-0.017107,-0.007710
0.0000,WAIT_FOR_START,-0.1564,-0.0985,-1.2663,0.2619,1.7456,3.2263,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003760,-0.017112,-0.007708
0.0000,WAIT_FOR_START,-0.1563,-0.0985,-1.2663,0.2626,1.7456,3.2271,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003764,-0.017117,-0.007707
0.0000,WAIT_FOR_START,-0.1562,-0.0985,-1.2662,0.2634,1.7456,3.2279,0.0640,0.3357,0.7132,0.0603,0.3186,0.7055,-0.003767,-0.017122,-0.007704
0.0000,WAIT_FOR_START,-0.1562,-0.0986,-1.2662,0.2641,1.7456,3.2286,0.0640,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003771,-0.017126,-0.007702
0.0000,WAIT_FOR_START,-0.1561,-0.0986,-1.2662,0.2648,1.7456,3.2293,0.0640,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003774,-0.017130,-0.007700
0.0000,WAIT_FOR_START,-0.1560,-0.0986,-1.2661,0.2654,1.7456,3.2300,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003778,-0.017134,-0.007697
0.0000,WAIT_FOR_START,-0.1560,-0.0986,-1.2661,0.2661,1.7456,3.2307,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003781,-0.017138,-0.007694
0.0000,WAIT_FOR_START,-0.1559,-0.0986,-1.2661,0.2667,1.7456,3.2314,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003784,-0.017142,-0.007691
0.0000,WAIT_FOR_START,-0.1558,-0.0986,-1.2661,0.2673,1.7456,3.2321,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003787,-0.017145,-0.007688
0.0000,WAIT_FOR_START,-0.1558,-0.0986,-1.2661,0.2679,1.7456,3.2327,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003790,-0.017148,-0.007685
0.0000,WAIT_FOR_START,-0.1557,-0.0987,-1.2660,0.2685,1.7456,3.2333,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003793,-0.017152,-0.007681
0.0000,WAIT_FOR_START,-0.1556,-0.0987,-1.2660,0.2691,1.7456,3.2339,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003795,-0.017155,-0.007678
0.0000,WAIT_FOR_START,-0.1556,-0.0987,-1.2660,0.2696,1.7456,3.2345,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003798,-0.017158,-0.007674
0.0000,WAIT_FOR_START,-0.1555,-0.0987,-1.2660,0.2702,1.7456,3.2351,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003800,-0.017161,-0.007671
0.0000,WAIT_FOR_START,-0.1555,-0.0987,-1.2660,0.2707,1.7456,3.2356,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003803,-0.017163,-0.007667
0.0000,WAIT_FOR_START,-0.1554,-0.0987,-1.2660,0.2712,1.7456,3.2362,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003805,-0.017166,-0.007663
0.0000,WAIT_FOR_START,-0.1553,-0.0987,-1.2660,0.2717,1.7456,3.2367,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003808,-0.017169,-0.007660
0.0000,WAIT_FOR_START,-0.1553,-0.0987,-1.2660,0.2722,1.7456,3.2372,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003810,-0.017172,-0.007656
0.0000,WAIT_FOR_START,-0.1552,-0.0988,-1.2660,0.2727,1.7456,3.2377,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003812,-0.017174,-0.007652
0.0000,WAIT_FOR_START,-0.1552,-0.0988,-1.2660,0.2731,1.7456,3.2382,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003814,-0.017177,-0.007648
0.0000,WAIT_FOR_START,-0.1551,-0.0988,-1.2659,0.2736,1.7456,3.2387,0.0641,0.3358,0.7132,0.0603,0.3186,0.7055,-0.003817,-0.017179,-0.007645
0.0000,WAIT_FOR_START,-0.1551,-0.0988,-1.2659,0.2740,1.7456,3.2391,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003819,-0.017182,-0.007641
0.0000,WAIT_FOR_START,-0.1551,-0.0988,-1.2659,0.2744,1.7456,3.2396,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003821,-0.017184,-0.007637
0.0000,WAIT_FOR_START,-0.1550,-0.0988,-1.2659,0.2748,1.7456,3.2400,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003823,-0.017187,-0.007633
0.0000,WAIT_FOR_START,-0.1550,-0.0988,-1.2659,0.2752,1.7456,3.2404,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003825,-0.017189,-0.007629
0.0000,WAIT_FOR_START,-0.1549,-0.0988,-1.2659,0.2756,1.7456,3.2408,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003826,-0.017192,-0.007625
0.0000,WAIT_FOR_START,-0.1549,-0.0988,-1.2659,0.2760,1.7456,3.2412,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003828,-0.017194,-0.007622
0.0000,WAIT_FOR_START,-0.1548,-0.0988,-1.2659,0.2764,1.7456,3.2416,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003830,-0.017197,-0.007618
0.0000,WAIT_FOR_START,-0.1548,-0.0989,-1.2659,0.2767,1.7456,3.2420,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003832,-0.017199,-0.007614
0.0000,WAIT_FOR_START,-0.1548,-0.0989,-1.2659,0.2771,1.7456,3.2424,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003834,-0.017201,-0.007610
0.0000,WAIT_FOR_START,-0.1547,-0.0989,-1.2659,0.2774,1.7456,3.2427,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003835,-0.017204,-0.007607
0.0000,WAIT_FOR_START,-0.1547,-0.0989,-1.2659,0.2777,1.7456,3.2431,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003837,-0.017206,-0.007603
0.0000,WAIT_FOR_START,-0.1547,-0.0989,-1.2659,0.2780,1.7456,3.2434,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003839,-0.017208,-0.007599
0.0000,WAIT_FOR_START,-0.1546,-0.0989,-1.2659,0.2784,1.7456,3.2437,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003840,-0.017211,-0.007595
0.0000,WAIT_FOR_START,-0.1546,-0.0989,-1.2659,0.2787,1.7456,3.2441,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003842,-0.017213,-0.007592
0.0000,WAIT_FOR_START,-0.1546,-0.0989,-1.2659,0.2790,1.7456,3.2444,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003843,-0.017215,-0.007588
0.0000,WAIT_FOR_START,-0.1545,-0.0989,-1.2659,0.2792,1.7456,3.2447,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003845,-0.017218,-0.007584
0.0000,WAIT_FOR_START,-0.1545,-0.0989,-1.2659,0.2795,1.7456,3.2450,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003846,-0.017220,-0.007580
0.0000,WAIT_FOR_START,-0.1545,-0.0989,-1.2659,0.2798,1.7456,3.2452,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003848,-0.017222,-0.007577
0.0000,WAIT_FOR_START,-0.1544,-0.0990,-1.2659,0.2801,1.7456,3.2455,0.0641,0.3358,0.7131,0.0603,0.3186,0.7055,-0.003849,-0.017225,-0.007573
0.0000,WAIT_FOR_START,-0.1544,-0.0990,-1.2659,0.2803,1.7456,3.2458,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003850,-0.017227,-0.007570
0.0000,WAIT_FOR_START,-0.1544,-0.0990,-1.2659,0.2806,1.7456,3.2461,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003852,-0.017229,-0.007566
0.0000,WAIT_FOR_START,-0.1544,-0.0990,-1.2659,0.2808,1.7456,3.2463,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003853,-0.017232,-0.007562
0.0000,WAIT_FOR_START,-0.1543,-0.0990,-1.2659,0.2810,1.7456,3.2466,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003854,-0.017234,-0.007559
0.0000,WAIT_FOR_START,-0.1543,-0.0990,-1.2659,0.2813,1.7456,3.2468,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003856,-0.017236,-0.007555
0.0000,WAIT_FOR_START,-0.1543,-0.0990,-1.2659,0.2815,1.7456,3.2470,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003857,-0.017238,-0.007552
0.0000,WAIT_FOR_START,-0.1543,-0.0990,-1.2659,0.2817,1.7456,3.2473,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003858,-0.017241,-0.007548
0.0000,WAIT_FOR_START,-0.1542,-0.0990,-1.2659,0.2819,1.7456,3.2475,0.0641,0.3359,0.7131,0.0603,0.3186,0.7055,-0.003859,-0.017243,-0.007545
0.0000,WAIT_FOR_START,-0.1542,-0.0990,-1.2659,0.2821,1.7456,3.2477,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003861,-0.017245,-0.007541
0.0000,WAIT_FOR_START,-0.1542,-0.0990,-1.2659,0.2823,1.7456,3.2479,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003862,-0.017247,-0.007538
0.0000,WAIT_FOR_START,-0.1542,-0.0990,-1.2659,0.2825,1.7456,3.2481,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003863,-0.017250,-0.007534
0.0000,WAIT_FOR_START,-0.1542,-0.0991,-1.2659,0.2827,1.7456,3.2483,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003864,-0.017252,-0.007531
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2829,1.7456,3.2485,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003865,-0.017254,-0.007527
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2831,1.7456,3.2487,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003866,-0.017257,-0.007524
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2832,1.7456,3.2489,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003867,-0.017259,-0.007521
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2834,1.7456,3.2491,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003868,-0.017261,-0.007517
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2836,1.7456,3.2492,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003869,-0.017263,-0.007514
0.0000,WAIT_FOR_START,-0.1541,-0.0991,-1.2659,0.2837,1.7456,3.2494,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003870,-0.017266,-0.007511
0.0000,WAIT_FOR_START,-0.1540,-0.0991,-1.2659,0.2839,1.7456,3.2496,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003871,-0.017268,-0.007507
0.0000,WAIT_FOR_START,-0.1540,-0.0991,-1.2659,0.2840,1.7456,3.2497,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003872,-0.017270,-0.007504
0.0000,WAIT_FOR_START,-0.1540,-0.0991,-1.2659,0.2842,1.7456,3.2499,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003873,-0.017272,-0.007501
0.0000,WAIT_FOR_START,-0.1540,-0.0991,-1.2659,0.2843,1.7456,3.2500,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003873,-0.017274,-0.007497
0.0000,WAIT_FOR_START,-0.1540,-0.0991,-1.2659,0.2845,1.7456,3.2502,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003874,-0.017277,-0.007494
0.0000,WAIT_FOR_START,-0.1540,-0.0992,-1.2659,0.2846,1.7456,3.2503,0.0641,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003875,-0.017279,-0.007491
0.0000,WAIT_FOR_START,-0.1539,-0.0992,-1.2659,0.2847,1.7456,3.2505,0.0642,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003876,-0.017281,-0.007488
0.0000,WAIT_FOR_START,-0.1539,-0.0992,-1.2659,0.2849,1.7456,3.2506,0.0642,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003877,-0.017283,-0.007485
0.0000,WAIT_FOR_START,-0.1539,-0.0992,-1.2660,0.2850,1.7456,3.2507,0.0642,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003878,-0.017286,-0.007481
0.0000,WAIT_FOR_START,-0.1539,-0.0992,-1.2660,0.2851,1.7456,3.2509,0.0642,0.3359,0.7130,0.0603,0.3186,0.7055,-0.003878,-0.017288,-0.007478
