timestamp,j0_rad,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,ee_x_mm,ee_y_mm,ee_z_mm,reach_mm
1765436479.545625,1.0621569672614,0.5486175413402002,1.9010319569788923,0.22746225001453863,0.192384172260401,0.031624795988270255,326.5896248779651,158.82131533258047,52.234999472999455,366.8971088082395
1765436479.757555,1.062490150638359,0.5493142283087301,1.902879795151357,0.22743196746479014,0.192384172260401,0.031624795988270255,326.663309616706,158.96366819483399,52.96096440109919,367.1283554916341
1765436479.9695897,1.062308455339868,0.5492839457589817,1.9037280078632182,0.22743196746479014,0.19241447364258094,0.031594504022306034,326.6892337821371,158.90353056559223,53.16961495720512,367.1555466693475
1765436480.18154,1.0605817473663974,0.5506167922614074,1.903576444455024,0.22743196746479014,0.19241447364258094,0.031624795988270255,327.2011912638878,158.4017855814809,53.60573001335848,367.45791531844
1765436480.393507,1.0533117508647099,0.5524948753187577,1.9032433364077905,0.22737138353286168,0.19241447364258094,0.031594504022306034,328.679354389056,156.10440468130568,54.189904073750945,367.8793944569794
1765436480.6055143,1.0121449597031165,0.5796364768227007,1.8960338296758743,0.2274016660826102,0.192384172260401,0.031624795988270255,339.62242529454744,143.46098351472017,62.08458649487949,373.8702200419304
1765436480.8175573,0.9427763764774796,0.6238930296802132,1.893428626440794,0.22764400181032396,0.19241447364258094,0.031594504022306034,356.15496255197473,120.61391497764772,77.59964976162804,383.9476259592721
1765436481.029582,0.8734684336810654,0.7153141264629409,1.836843347014216,0.22815897464793147,0.19241447364258094,0.031594504022306034,378.5618989540824,96.70469922323468,97.4889545858961,402.697164700508
1765436481.2415297,0.8329680846031163,0.937869096823707,1.5762719499521356,0.2281286732657515,0.192384172260401,0.031594504022306034,416.37992464675153,82.30638827120174,119.84143852458003,441.0312387878267
1765436481.5309794,0.8093100309364117,1.1551835288240155,1.3885526839529303,0.22761371926057547,0.22761371926057547,0.22761371926057547,445.1057434282822,72.54667626862998,165.67645808334888,480.4485735575795
