timestamp,target_m0,target_m1,target_m2,target_m3,target_m4,target_m5
1768413164.6973748,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413164.7144415,1.370998501777649,1.1238353252410889,4.148085594177246,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413164.7314544,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.189988374710083,2.6091156005859375
1768413164.748446,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413164.76545,1.3708068132400513,1.1236435174942017,4.148085594177246,2.6367273330688477,1.1897966861724854,2.6093075275421143
1768413164.782451,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6369190216064453,1.189988374710083,2.6093075275421143
1768413164.799446,1.370615005493164,1.1236435174942017,4.147893905639648,2.6369190216064453,1.189988374710083,2.6091156005859375
1768413164.8164296,1.3708068132400513,1.1238353252410889,4.147893905639648,2.6369190216064453,1.1901801824569702,2.6091156005859375
1768413164.8334327,1.370615005493164,1.123451828956604,4.148277282714844,2.63653564453125,1.189988374710083,2.6091156005859375
1768413164.8504574,1.3708068132400513,1.123451828956604,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413164.867429,1.3708068132400513,1.123451828956604,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413164.884399,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6091156005859375
1768413164.9014156,1.3708068132400513,1.1238353252410889,4.148085594177246,2.6369190216064453,1.1901801824569702,2.6093075275421143
1768413164.918442,1.3708068132400513,1.1238353252410889,4.148085594177246,2.63653564453125,1.189988374710083,2.6091156005859375
1768413164.9354377,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6369190216064453,1.189988374710083,2.6091156005859375
1768413164.9524336,1.3708068132400513,1.1238353252410889,4.147893905639648,2.63653564453125,1.1897966861724854,2.6091156005859375
1768413164.9694433,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6369190216064453,1.1901801824569702,2.6091156005859375
1768413164.9863634,1.370998501777649,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413165.0033636,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.189988374710083,2.6093075275421143
1768413165.020368,1.370998501777649,1.1232600212097168,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6091156005859375
1768413165.0373638,1.370998501777649,1.1238353252410889,4.147893905639648,2.6369190216064453,1.1901801824569702,2.6093075275421143
1768413165.0543716,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6369190216064453,1.1901801824569702,2.6093075275421143
1768413165.0713642,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.189988374710083,2.6093075275421143
1768413165.088369,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6369190216064453,1.189988374710083,2.6091156005859375
1768413165.1053596,1.370998501777649,1.1236435174942017,4.148085594177246,2.6367273330688477,1.1901801824569702,2.6091156005859375
1768413165.1223698,1.3708068132400513,1.1238353252410889,4.148085594177246,2.63653564453125,1.1901801824569702,2.6093075275421143
1768413165.1393738,1.370998501777649,1.1236435174942017,4.148085594177246,2.63653564453125,1.189988374710083,2.6091156005859375
1768413165.1563826,1.370998501777649,1.1238353252410889,4.147893905639648,2.63653564453125,1.1897966861724854,2.6091156005859375
1768413165.1733446,1.3708068132400513,1.1238353252410889,4.148085594177246,2.63653564453125,1.189988374710083,2.6093075275421143
1768413165.1903481,1.3708068132400513,1.123451828956604,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6091156005859375
1768413165.207347,1.370615005493164,1.1236435174942017,4.148085594177246,2.6367273330688477,1.189988374710083,2.6093075275421143
1768413165.2243464,1.370615005493164,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6093075275421143
1768413165.2413435,1.3708068132400513,1.1238353252410889,4.148085594177246,2.6367273330688477,1.189988374710083,2.6093075275421143
1768413165.2583497,1.3708068132400513,1.1238353252410889,4.147893905639648,2.6369190216064453,1.1901801824569702,2.6091156005859375
1768413165.2753546,1.370998501777649,1.1238353252410889,4.147893905639648,2.6367273330688477,1.1901801824569702,2.6091156005859375
1768413165.29234,1.3708068132400513,1.1236435174942017,4.147893905639648,2.6367273330688477,1.1901801824569702,2.609499216079712
1768413165.3093538,1.370998501777649,1.1232600212097168,4.147893905639648,2.6367273330688477,1.1903718709945679,2.6093075275421143
1768413165.3263476,1.3708068132400513,1.1236435174942017,4.147702217102051,2.6367273330688477,1.189988374710083,2.6093075275421143
