timestamp,m0,m1,m2,m3,m4,m5
1768412999.8510497,1.6172029972076416,1.1061944961547852,4.166110038757324,2.591283082962036,1.1894131898880005,2.6144845485687256
1768412999.8680444,1.6172029972076416,1.1063861846923828,4.166110038757324,2.591283082962036,1.1894131898880005,2.6144845485687256
1768412999.8850245,1.6172029972076416,1.1063861846923828,4.166110038757324,2.5910913944244385,1.1894131898880005,2.6144845485687256
1768412999.9020813,1.6172029972076416,1.1063861846923828,4.166110038757324,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768412999.919036,1.6172029972076416,1.1063861846923828,4.166110038757324,2.5910913944244385,1.1894131898880005,2.6144845485687256
1768412999.936014,1.6172029972076416,1.1063861846923828,4.166110038757324,2.5910913944244385,1.1890296936035156,2.6144845485687256
1768412999.9530122,1.6173948049545288,1.1063861846923828,4.166110038757324,2.591283082962036,1.1894131898880005,2.6144845485687256
1768412999.9699929,1.6172029972076416,1.1061944961547852,4.166110038757324,2.591283082962036,1.1890296936035156,2.6144845485687256
1768412999.9870083,1.617011308670044,1.1061944961547852,4.166110038757324,2.5910913944244385,1.1894131898880005,2.6144845485687256
1768413000.0040295,1.6172029972076416,1.1061944961547852,4.166110038757324,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.021021,1.6172029972076416,1.1061944961547852,4.166110038757324,2.591283082962036,1.1892213821411133,2.6146764755249023
1768413000.038011,1.6173948049545288,1.1063861846923828,4.166110038757324,2.591283082962036,1.1892213821411133,2.6144845485687256
1768413000.0550408,1.6172029972076416,1.1061944961547852,4.166110038757324,2.5910913944244385,1.1896048784255981,2.6144845485687256
1768413000.0720236,1.6172029972076416,1.106002688407898,4.166110038757324,2.591283082962036,1.1892213821411133,2.6144845485687256
1768413000.0890152,1.6172029972076416,1.1061944961547852,4.165917873382568,2.591283082962036,1.1894131898880005,2.6144845485687256
1768413000.106017,1.6172029972076416,1.10657799243927,4.166110038757324,2.591283082962036,1.1894131898880005,2.6144845485687256
1768413000.1230428,1.6172029972076416,1.1061944961547852,4.166110038757324,2.5910913944244385,1.1894131898880005,2.6144845485687256
1768413000.1400247,1.617011308670044,1.1061944961547852,4.165917873382568,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.1570172,1.6172029972076416,1.1061944961547852,4.165917873382568,2.591283082962036,1.1894131898880005,2.614292860031128
1768413000.1740227,1.6172029972076416,1.106002688407898,4.165917873382568,2.591283082962036,1.1894131898880005,2.6144845485687256
1768413000.1910186,1.6172029972076416,1.106002688407898,4.165726184844971,2.591283082962036,1.1894131898880005,2.6146764755249023
1768413000.2080176,1.6173948049545288,1.1061944961547852,4.165726184844971,2.591283082962036,1.1894131898880005,2.6146764755249023
1768413000.225014,1.6173948049545288,1.1063861846923828,4.165917873382568,2.5910913944244385,1.1894131898880005,2.6144845485687256
1768413000.2419856,1.6173948049545288,1.1061944961547852,4.166110038757324,2.591283082962036,1.1894131898880005,2.6144845485687256
1768413000.2590058,1.6172029972076416,1.106002688407898,4.165917873382568,2.591283082962036,1.1892213821411133,2.6146764755249023
1768413000.276021,1.6172029972076416,1.1061944961547852,4.165726184844971,2.590899705886841,1.1894131898880005,2.6148681640625
1768413000.292984,1.6173948049545288,1.1061944961547852,4.165726184844971,2.591474771499634,1.1892213821411133,2.6144845485687256
1768413000.310016,1.6175864934921265,1.1061944961547852,4.165726184844971,2.591283082962036,1.1894131898880005,2.6144845485687256
1768413000.3270319,1.6172029972076416,1.106002688407898,4.165726184844971,2.5910913944244385,1.1894131898880005,2.614292860031128
1768413000.3440092,1.6172029972076416,1.1063861846923828,4.165726184844971,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.3610168,1.6172029972076416,1.1061944961547852,4.165917873382568,2.591283082962036,1.1894131898880005,2.6146764755249023
1768413000.3780575,1.6173948049545288,1.1061944961547852,4.165534496307373,2.591283082962036,1.1892213821411133,2.6146764755249023
1768413000.3950124,1.6172029972076416,1.1063861846923828,4.165726184844971,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.412078,1.6172029972076416,1.1061944961547852,4.165726184844971,2.591283082962036,1.1896048784255981,2.6146764755249023
1768413000.429078,1.6175864934921265,1.1061944961547852,4.165726184844971,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.446004,1.6173948049545288,1.1061944961547852,4.165534496307373,2.591283082962036,1.1894131898880005,2.6146764755249023
1768413000.4630718,1.617011308670044,1.1063861846923828,4.165726184844971,2.5910913944244385,1.1896048784255981,2.6146764755249023
1768413000.4800816,1.6173948049545288,1.1061944961547852,4.165726184844971,2.5910913944244385,1.1894131898880005,2.614292860031128
1768413000.4970033,1.6172029972076416,1.1061944961547852,4.165534496307373,2.5910913944244385,1.1892213821411133,2.614292860031128
1768413000.5140045,1.6172029972076416,1.1063861846923828,4.165534496307373,2.591283082962036,1.1892213821411133,2.6146764755249023
1768413000.5309858,1.6172029972076416,1.1061944961547852,4.165726184844971,2.591283082962036,1.1894131898880005,2.6146764755249023
1768413000.5479987,1.6173948049545288,1.1061944961547852,4.165534496307373,2.5910913944244385,1.1892213821411133,2.6144845485687256
1768413000.564995,1.6172029972076416,1.1063861846923828,4.165534496307373,2.591283082962036,1.1892213821411133,2.6146764755249023
1768413000.5819862,1.6172029972076416,1.1061944961547852,4.165534496307373,2.591283082962036,1.1894131898880005,2.6144845485687256
