timestamp,target_x_mm,target_y_mm,target_z_mm,j0_desired_rad,j1_desired_rad,j2_desired_rad,j3_desired_rad,j4_desired_rad,j5_desired_rad,j0_actual_rad,j1_actual_rad,j2_actual_rad,j3_actual_rad,j4_actual_rad,j5_actual_rad,j0_error_deg,j1_error_deg,j2_error_deg,j3_error_deg,j4_error_deg,j5_error_deg
1765437053.7837071,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8100673206693016,2.734454279828236,-0.0803948400041823,-0.029352900895007538,0.07476053433483701,0.060311275986118844,0.2204219684782042,-102.12455654435082,173.81085260502238,0.16141096767005983,0.0017356018029041449,0.0034712036058074944
1765437053.8956368,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8100673206693016,2.6743854525644197,-0.03877369760177272,-0.030837204873200484,0.0747302423688728,0.060371859918047284,0.2204219684782042,-98.68286626183378,171.4261368068513,0.24645532113499383,0.0034712036058074944,0.0
1765437054.0076544,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8088859999102069,2.611559858657329,0.002514231998003461,-0.030534287567612197,0.07476053433483701,0.060341567952083064,0.28810666222552217,-95.08322488555466,169.06051269595088,0.22909943798331034,0.0017356018029041449,0.0017356018029037472
1765437054.1196392,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8078257340203806,2.5411615180807914,0.044559458392831264,-0.029776988418506647,0.07476053433483701,0.060311275986118844,0.34885542287425353,-91.04969708579448,166.6514986748552,0.18570939291071387,0.0017356018029041449,0.0034712036058074944
1765437054.2316265,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.811763670763298,2.468097258510225,0.0881192819088432,-0.029049981235365317,0.07476053433483701,0.060311275986118844,0.12322826751559118,-86.86342337915269,164.155704631053,0.14405494964102117,0.0017356018029041449,0.0034712036058074944
1765437054.3436224,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8154896296579759,2.3941546543375005,0.13467801476342098,-0.029019689269401096,0.07476053433483701,0.060341567952083064,-0.09025345178867947,-82.62682423384915,161.48808573900862,0.14231934783811742,0.0017356018029041449,0.0017356018029037472
1765437054.4556017,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8173676750504634,2.320999547117689,0.18057032436678586,-0.028262390120295546,0.07476053433483701,0.060311275986118844,-0.19785752651220237,-78.43534534032693,158.8586500866281,0.09892930276552095,0.0017356018029041449,0.0034712036058074944
1765437054.5676033,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8172768274012179,2.2469963778454676,0.22609912096236437,-0.02665691592419178,0.0747302423688728,0.060341567952083064,-0.1926523396317506,-74.19527607043642,156.25004219539187,0.00694240721161638,0.0034712036058074944,0.0017356018029037472
1765437054.6796587,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8171253393227496,2.1728719277148003,0.2715370510762659,-0.026414580196478004,0.07476053433483701,0.060371859918047284,-0.1839727120889692,-69.94825791922125,153.64664057005493,-0.006942407211614393,0.0017356018029041449,0.0
1765437054.7915792,392.5140730019803,-3.4956619100203183,321.99358338729223,0.8139144097629735,0.9520445209901919,2.9531768136520213,-0.026535748060334874,0.07479082630080124,0.060371859918047284,0.8137327144644825,2.098989888641573,0.31642970697038003,-0.024657648524607056,0.07476053433483701,0.060341567952083064,0.010410373760903523,-65.71512889850469,151.07448085618907,-0.1076071769026833,0.0017356018029041449,0.0017356018029037472
