timestamp,repeat_id,j0,j1,j2,j3,j4,j5,ee_x,ee_y,ee_z
1767908957.2544801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.2774277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.3004456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.3235464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.3467019,0,0.0,0.0,4.00369930267334,3.39892578125,0.14151005446910858,0.1718062460422516,0.04513714904874534,0.28272326754102817,0.2579847219049179
1767908957.5723917,0,5.616300106048584,5.616300106048584,5.616300106048584,5.616300106048584,5.616300106048584,5.616300106048584,0.3607487779923564,0.4142701640475012,0.0058198582133505445
1767908957.649534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.6725218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.6955042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908957.7184439,0,0.0,0.0,0.0,3.3993093967437744,0.14151005446910858,0.17161449790000916,0.0451393896118178,0.005840352892444261,-0.3694699377029775
1767908957.8054705,0,5.523110866546631,1.0411919355392456,3.9799225330352783,3.3901054859161377,3.3901054859161377,0.17276498675346375,0.04199118716675662,-0.015348409424061148,0.057353907556018116
1767908957.9855733,0,0.17218974232673645,0.17218974232673645,3.993344783782959,3.391064167022705,3.391064167022705,0.17218974232673645,0.005316473414882825,0.2086597399612089,0.15622941842343657
1767908958.0094776,0,0.0,0.0,3.9925777912139893,3.391639471054077,0.0,0.17218974232673645,0.04359999999999994,0.28409728144113167,0.2570037180997096
1767908958.0324044,0,0.0,0.0,3.9929614067077637,3.392406463623047,0.0,0.17238149046897888,0.04359999999999994,0.28419281060660706,0.2568947156562389
1767908958.0554018,0,0.0,0.0,3.9929614067077637,3.3925981521606445,0.0,0.17218974232673645,0.04359999999999994,0.28419281060660706,0.2568947156562389
1767908958.078422,0,0.0,0.0,3.9929614067077637,3.391639471054077,0.0,0.17238149046897888,0.04359999999999994,0.28419281060660706,0.2568947156562389
1767908958.101377,0,5.763946056365967,1.0103204250335693,3.993920087814331,3.3937487602233887,0.13709984719753265,0.17218974232673645,0.09330018032137936,0.07243302951072056,0.0451772159862806
1767908958.144496,0,5.367986679077148,1.0503958463668823,4.001589775085449,3.3902971744537354,0.13211441040039062,0.1718062460422516,0.10481276455375993,0.02385409941613226,0.03806804163941166
1767908958.167442,0,5.432797431945801,1.0490535497665405,4.002357006072998,3.3914477825164795,0.13230615854263306,0.17199799418449402,0.10325668093417484,0.030764570675189132,0.0379310759089404
1767908958.1903875,0,5.449096202850342,1.0503958463668823,4.005808353424072,3.375916004180908,0.13307315111160278,0.1718062460422516,0.10212076561697775,0.031985062751510356,0.03661743315192606
1767908958.2133508,0,5.466736793518066,1.0530803203582764,4.005041599273682,3.3780252933502197,0.1338401436805725,0.1718062460422516,0.10109609046830735,0.03333721223177052,0.03665998067115977
1767908958.2363496,0,5.478625297546387,1.0565317869186401,4.005424976348877,3.3855035305023193,0.13345664739608765,0.17199799418449402,0.10000505582084854,0.0338228451814746,0.03616669944252256
1767908958.2593517,0,5.4853363037109375,1.062667727470398,4.004082679748535,3.3837778568267822,0.13364839553833008,0.17142274975776672,0.09869945318461608,0.033453927211572455,0.03607340450109654
1767908958.282373,0,5.487061977386475,1.0638182163238525,4.002932071685791,3.3891468048095703,0.13364839553833008,0.1718062460422516,0.09854073941263951,0.03348391311732696,0.0363678900199408
1767908958.30535,0,5.489171504974365,1.064393401145935,4.003123760223389,3.385119915008545,0.13364839553833008,0.17161449790000916,0.09832710451035301,0.033582625810532674,0.03625098689208462
1767908958.3283591,0,5.490321636199951,1.0651603937149048,4.002740383148193,3.387612819671631,0.13345664739608765,0.17161449790000916,0.09818077468937576,0.033573056005358703,0.03630459808783624
1767908958.3513567,0,5.490897178649902,1.0649687051773071,4.0033159255981445,3.387420892715454,0.13364839553833008,0.1718062460422516,0.09814868909690097,0.03361569355471186,0.03612580520563213
1767908958.3743331,0,5.491472244262695,1.065352201461792,4.002932071685791,3.3866539001464844,0.1338401436805725,0.17161449790000916,0.09808964671459681,0.033636124953589086,0.03623528759748901
1767908958.3973534,0,5.491855621337891,1.065352201461792,4.002740383148193,3.3872292041778564,0.1338401436805725,0.17161449790000916,0.09809600593095918,0.033688278826487755,0.0363027288671449
1767908958.420351,0,5.491855621337891,1.0655438899993896,4.002932071685791,3.3866539001464844,0.13364839553833008,0.1718062460422516,0.09803711438002888,0.033637341207069474,0.036209601706541764
1767908958.4433224,0,5.492239475250244,1.0651603937149048,4.002740383148193,3.3878045082092285,0.13345664739608765,0.1718062460422516,0.09811688550701456,0.03376047070887516,0.03630434860718922
1767908958.4664075,0,5.4920477867126465,1.0651603937149048,4.003123760223389,3.3866539001464844,0.1338401436805725,0.17161449790000916,0.09809008465719393,0.03371216120569856,0.03618502339715098
1767908958.4893749,0,5.492239475250244,1.065352201461792,4.002740383148193,3.3872292041778564,0.13364839553833008,0.1718062460422516,0.09808045096583426,0.03372612667720842,0.03629494787895537
