timestamp,repeat_id,j0,j1,j2,j3,j4,j5,ee_x,ee_y,ee_z
1767908956.4575677,0,5.6124653816223145,5.6124653816223145,5.6124653816223145,5.6124653816223145,5.6124653816223145,5.6124653816223145,0.3630234355772246,0.4140088148615495,0.009380427440384732
1767908956.504617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.5275366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.5505445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.5735373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.5965137,0,0.0,0.0,4.014628887176514,3.3920228481292725,0.14112655818462372,0.1718062460422516,0.04509276375779048,0.2854445299116267,0.25487724019722136
1767908956.8222842,0,5.60690450668335,5.60690450668335,5.60690450668335,5.60690450668335,5.60690450668335,5.60690450668335,0.3662987469518264,0.4135741840551652,0.014552054110272817
1767908956.8795211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.902494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.9254892,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.948637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359999999999978,-2.669730022141205e-18,-0.36989800000000006
1767908956.9714916,0,0.0,0.0,4.006191730499268,3.394707441329956,0.14151005446910858,0.17161449790000916,0.045112496362509934,0.2833414678817082,0.2572841724555809
1767908957.1970215,0,5.596166610717773,5.596166610717773,5.596166610717773,5.596166610717773,5.596166610717773,5.596166610717773,0.3725425403216265,0.41255017886720025,0.02456404243590937
