timestamp,elapsed,j0,j1,j2,j3,j4,j5
1768417642.2602217,0.012074708938598633,4.54807186126709,1.131313443183899,3.9895098209381104,2.338942766189575,4.774718284606934,3.691533327102661
1768417642.2821617,0.03401517868041992,4.5482635498046875,1.1311217546463013,3.989701509475708,2.338942766189575,4.774909973144531,3.691725254058838
1768417642.3041291,0.05598258972167969,4.5482635498046875,1.131313443183899,3.9895098209381104,2.339134454727173,4.774718284606934,3.691533327102661
1768417642.326124,0.07797765731811523,4.547880172729492,1.131313443183899,3.9895098209381104,2.339134454727173,4.774909973144531,3.691533327102661
1768417642.3481283,0.09998154640197754,4.5482635498046875,1.1311217546463013,3.9895098209381104,2.338942766189575,4.774909973144531,3.691725254058838
1768417642.3701186,0.12197160720825195,4.5482635498046875,1.131313443183899,3.9895098209381104,2.339134454727173,4.774718284606934,3.691533327102661
1768417642.3921175,0.14397048950195312,4.54807186126709,1.131313443183899,3.9893181324005127,2.338942766189575,4.774718284606934,3.6919169425964355
1768417642.4141247,0.16597747802734375,4.54807186126709,1.131313443183899,3.9895098209381104,2.338942766189575,4.774909973144531,3.691725254058838
1768417642.4361148,0.18796753883361816,4.5482635498046875,1.131313443183899,3.9893181324005127,2.338942766189575,4.774909973144531,3.691533327102661
1768417642.4581027,0.20995545387268066,4.5482635498046875,1.1311217546463013,3.9895098209381104,2.338942766189575,4.774718284606934,3.691533327102661
1768417642.4801176,0.23197031021118164,4.54807186126709,1.131313443183899,3.9895098209381104,2.338942766189575,4.774909973144531,3.691533327102661
1768417642.5021186,0.25397157669067383,4.54807186126709,1.131313443183899,3.9895098209381104,2.339134454727173,4.774909973144531,3.691533327102661
1768417642.5241165,0.2759692668914795,4.54807186126709,1.131313443183899,3.989701509475708,2.338942766189575,4.774909973144531,3.691533327102661
1768417642.546117,0.2979698181152344,4.5482635498046875,1.131313443183899,3.9895098209381104,2.338942766189575,4.774718284606934,3.691533327102661
1768417642.568106,0.3199586868286133,4.54807186126709,1.131313443183899,3.9895098209381104,2.338942766189575,4.774909973144531,3.691725254058838
1768417642.590119,0.34197187423706055,4.548455238342285,1.1311217546463013,3.9895098209381104,2.338942766189575,4.774718284606934,3.691725254058838
1768417642.6121104,0.36396312713623047,4.5482635498046875,1.131313443183899,3.9895098209381104,2.339134454727173,4.774909973144531,3.691725254058838
1768417642.6340418,0.3858954906463623,4.54807186126709,1.1311217546463013,3.989701509475708,2.339134454727173,4.774909973144531,3.691725254058838
