timestamp,elapsed,j0,j1,j2,j3,j4,j5
1768420073.393417,0.011831521987915039,-14.510916709899902,33.498958587646484,-8.013726234436035,21.29630470275879,2.92549991607666,2.4254209995269775
1768420073.4152966,0.03371143341064453,-14.510725021362305,33.498958587646484,-8.013726234436035,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.437303,0.05571794509887695,-14.510916709899902,33.498958587646484,-8.013534545898438,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.459304,0.07771873474121094,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296688079833984,2.9253082275390625,2.4254209995269775
1768420073.4813125,0.09972739219665527,-14.510916709899902,33.498958587646484,-8.01334285736084,21.296497344970703,2.9253082275390625,2.42522931098938
1768420073.5032904,0.1217050552368164,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296497344970703,2.92549991607666,2.4254209995269775
1768420073.5252895,0.14370417594909668,-14.510916709899902,33.498958587646484,-8.013534545898438,21.296688079833984,2.9253082275390625,2.4254209995269775
1768420073.5473049,0.16571974754333496,-14.510725021362305,33.499149322509766,-8.013534545898438,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.569235,0.18765020370483398,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296688079833984,2.9253082275390625,2.425612688064575
1768420073.591295,0.20970988273620605,-14.510725021362305,33.498958587646484,-8.013726234436035,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.6132843,0.23169922828674316,-14.510916709899902,33.498958587646484,-8.013534545898438,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.6352477,0.2536633014678955,-14.510725021362305,33.498958587646484,-8.013726234436035,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.6572502,0.2756662368774414,-14.5111083984375,33.499149322509766,-8.013726234436035,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.6792324,0.29764747619628906,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296688079833984,2.9253082275390625,2.4254209995269775
1768420073.7012317,0.31964707374572754,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296497344970703,2.9253082275390625,2.4254209995269775
1768420073.7232332,0.34164857864379883,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296688079833984,2.92549991607666,2.4254209995269775
1768420073.7452066,0.36362171173095703,-14.510916709899902,33.499149322509766,-8.013534545898438,21.296497344970703,2.9253082275390625,2.425612688064575
1768420073.7672768,0.38569164276123047,-14.510916709899902,33.499149322509766,-8.01334285736084,21.296497344970703,2.9253082275390625,2.425612688064575
