timestamp,positions
1768095274.3392632,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.3462212,"[0.10814226199497821, 0.14779442660971337, 0.7123455326308786, 0.5344409012689443, 0.3220640314721568, 0.2991027212712765]"
1768095274.3531775,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.3602152,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.367326,"[0.10814226199497821, 0.14779442660971337, 0.7124060977303757, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.3743267,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.3815384,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5345014663684413, 0.3220640314721568, 0.2991330226534564]"
1768095274.3883257,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
1768095274.395312,"[0.10814226199497821, 0.14773384267778494, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.4023974,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.32203371125754543, 0.29916330520320494]"
1768095274.4091458,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.416313,"[0.10814226199497821, 0.14773384267778494, 0.7123758151806271, 0.5345014663684413, 0.32203371125754543, 0.2991027212712765]"
1768095274.4234123,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.4302597,"[0.10814226199497821, 0.1478247185756776, 0.7123455326308786, 0.5345014663684413, 0.3220943140219053, 0.2991027212712765]"
1768095274.4373708,"[0.10814226199497821, 0.14779442660971337, 0.7124060977303757, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.444224,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.451312,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.4580858,"[0.10814226199497821, 0.14779442660971337, 0.7124060977303757, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.4651902,"[0.10814226199497821, 0.1478247185756776, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.4722698,"[0.10814226199497821, 0.14773384267778494, 0.7123758151806271, 0.5344409012689443, 0.3220640314721568, 0.2991027212712765]"
1768095274.4791884,"[0.10814226199497821, 0.14776413464374916, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.29916330520320494]"
1768095274.4861486,"[0.108111970029014, 0.14779442660971337, 0.7124060977303757, 0.5344409012689443, 0.3220640314721568, 0.2991027212712765]"
1768095274.4931207,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
1768095274.5004196,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.5073876,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.5143125,"[0.108111970029014, 0.14773384267778494, 0.7123455326308786, 0.5344711838186929, 0.3220943140219053, 0.2991330226534564]"
1768095274.5213413,"[0.10814226199497821, 0.14779442660971337, 0.7123455326308786, 0.5344711838186929, 0.32203371125754543, 0.2991330226534564]"
1768095274.5282693,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.5352752,"[0.10814226199497821, 0.14779442660971337, 0.7123455326308786, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
1768095274.5424743,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.32203371125754543, 0.2991027212712765]"
1768095274.5492706,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991330226534564]"
1768095274.5563612,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.5631735,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.570428,"[0.10817255396094244, 0.14776413464374916, 0.7123758151806271, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.5772555,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991330226534564]"
1768095274.5841615,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.591244,"[0.108111970029014, 0.14773384267778494, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.5981977,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.32203371125754543, 0.2991330226534564]"
1768095274.6053345,"[0.108111970029014, 0.14776413464374916, 0.7123455326308786, 0.5344409012689443, 0.32203371125754543, 0.29916330520320494]"
1768095274.6122346,"[0.108111970029014, 0.14776413464374916, 0.7123455326308786, 0.5345014663684413, 0.3220640314721568, 0.2991027212712765]"
1768095274.6193912,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.32203371125754543, 0.2991330226534564]"
1768095274.6263435,"[0.10814226199497821, 0.14779442660971337, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.6332757,"[0.108111970029014, 0.14779442660971337, 0.7123455326308786, 0.5345014663684413, 0.3220640314721568, 0.2991027212712765]"
1768095274.6404428,"[0.10814226199497821, 0.14776413464374916, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.647519,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.654232,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.6611545,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
1768095274.668297,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5345014663684413, 0.3220943140219053, 0.299072438721528]"
1768095274.6752017,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.6823153,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5345014663684413, 0.3220943140219053, 0.2991027212712765]"
1768095274.6892889,"[0.10814226199497821, 0.14776413464374916, 0.7124060977303757, 0.5344711838186929, 0.32203371125754543, 0.2991330226534564]"
1768095274.6960895,"[0.108111970029014, 0.14776413464374916, 0.7124060977303757, 0.5344711838186929, 0.32212459657165377, 0.2991330226534564]"
1768095274.7031834,"[0.108111970029014, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.32203371125754543, 0.2991330226534564]"
1768095274.7103367,"[0.10808167806304977, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.7171886,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.724305,"[0.10817255396094244, 0.14779442660971337, 0.7124363802801241, 0.5344711838186929, 0.3220640314721568, 0.299072438721528]"
1768095274.731396,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.7383275,"[0.10814226199497821, 0.14776413464374916, 0.7124060977303757, 0.5344409012689443, 0.3220640314721568, 0.2991027212712765]"
1768095274.745206,"[0.108111970029014, 0.14779442660971337, 0.7123455326308786, 0.5345014663684413, 0.3220640314721568, 0.2991330226534564]"
1768095274.7520783,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.7592027,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5345014663684413, 0.3220943140219053, 0.2991330226534564]"
1768095274.7663665,"[0.108111970029014, 0.14776413464374916, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.7731743,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991330226534564]"
1768095274.7802987,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5345014663684413, 0.3220640314721568, 0.2991330226534564]"
1768095274.7871172,"[0.10814226199497821, 0.14773384267778494, 0.7123758151806271, 0.5345014663684413, 0.3220640314721568, 0.2991027212712765]"
1768095274.793189,"[0.10817255396094244, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.8004236,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.8070722,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.8142855,"[0.10814226199497821, 0.14776413464374916, 0.7123455326308786, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.820991,"[0.10814226199497821, 0.14776413464374916, 0.7124060977303757, 0.5344711838186929, 0.3220640314721568, 0.2991330226534564]"
1768095274.8282118,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.8354108,"[0.10814226199497821, 0.14779442660971337, 0.7123758151806271, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.8422232,"[0.10817255396094244, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.2991027212712765]"
1768095274.8491797,"[0.108111970029014, 0.14776413464374916, 0.7123758151806271, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.8560994,"[0.10814226199497821, 0.1478247185756776, 0.7124060977303757, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
1768095274.8634396,"[0.108111970029014, 0.14776413464374916, 0.7124060977303757, 0.5344409012689443, 0.3220943140219053, 0.2991330226534564]"
1768095274.8703086,"[0.10814226199497821, 0.14779442660971337, 0.7124060977303757, 0.5344711838186929, 0.3220943140219053, 0.2991027212712765]"
1768095274.8772712,"[0.10814226199497821, 0.14779442660971337, 0.7123455326308786, 0.5344711838186929, 0.3220943140219053, 0.2991330226534564]"
1768095274.8841355,"[0.10814226199497821, 0.14776413464374916, 0.7123758151806271, 0.5344711838186929, 0.3220640314721568, 0.29916330520320494]"
1768095274.891097,"[0.10817255396094244, 0.14779442660971337, 0.7123758151806271, 0.5345014663684413, 0.3220640314721568, 0.2991027212712765]"
1768095274.8980634,"[0.108111970029014, 0.14776413464374916, 0.7124060977303757, 0.5344409012689443, 0.3220640314721568, 0.2991330226534564]"
