time,target_x,target_y,target_z,actual_x,actual_y,actual_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z
0.001,0.4,0.0,0.15,3.7571936370368756e-17,0.43482066392809077,0.4293317252638835,0.02312441852602936,-0.0028975911252824113,-0.015532537398288724,23.12441852602936,-2.8975911252824114,-15.532537398288724
0.002,0.4,0.0,0.15000000006247655,2.3126155669975332e-05,0.43481776283620827,0.42931619188863,0.04678112689426247,-0.008528531055070177,-0.030231879718717058,23.656708368233108,-5.630939929787766,-14.699342320428334
0.003,0.4,0.0,0.15000000049962506,6.991390497741575e-05,0.43480922045746917,0.4292859565789472,0.07085602095399114,-0.016588368914164365,-0.044225360824629294,24.074894059728674,-8.059837859094188,-13.993481105912236
0.004,0.4,0.0,0.15000000168560212,0.0001407840947108394,0.4347926012805758,0.429241723324121,0.09524705915298042,-0.02680646565067247,-0.05762212277603834,24.39103819898927,-10.218096736508103,-13.396761951409049
0.005,0.4,0.0,0.1500000039940024,0.00023605505789184533,0.43476574066960727,0.42918408686711995,0.11986311484963764,-0.03894208394425096,-0.07051553198468376,24.61605569665723,-12.135618293578489,-12.893409208645414
0.006,0.4,0.0,0.15000000779785888,0.0003559535541156061,0.43472671496871856,0.4291135485046598,0.14462293332316917,-0.05278096802946663,-0.08298527788174302,24.75981847353152,-13.83888408521567,-12.469745897059264
0.007,0.4,0.0,0.15000001346964323,0.0005006246735292365,0.4346738150282818,0.42903052979460293,0.16945418308887136,-0.06813234511257689,-0.09509919579754479,24.831249765702196,-15.351377083110261,-12.11391791580177
0.008,0.4,0.0,0.15000002138126595,0.0006701407957640725,0.4346055227297492,0.42893538444294077,0.19429259266455615,-0.08482629088245082,-0.10691485019227046,24.838409575684782,-16.69394576987393,-11.815654394725664
0.009000000000000001,0.4,0.0,0.1500000319040768,0.000864509687082216,0.4345204901443996,0.4288284086075856,0.2190333226906045,-0.10271926098566427,-0.11848532896352645,24.740730026048347,-17.892970103213447,-11.570478771255999
0.010000000000000002,0.4,0.0,0.15000004540886494,0.0010836339040074963,0.4344175131982906,0.42870984543643714,0.2435977438684545,-0.12168141179716926,-0.12985456145406288,24.564421177850015,-18.962150811504998,-11.369232490536424
0.011000000000000003,0.4,0.0,0.15000006226585938,0.0013273370451488166,0.4342955179758824,0.4285798942545152,0.2680362795095261,-0.14157694801251733,-0.141047924753293,24.438535641071567,-19.895536215348063,-11.193363299230125
0.012000000000000004,0.4,0.0,0.15000008284472902,0.001595493022228633,0.4341535665628087,0.42843872905446895,0.2923075937081335,-0.1622989025353432,-0.1520942454497763,24.271314198607396,-20.72195452282588,-11.046320696483285
0.013000000000000005,0.4,0.0,0.1500001075145832,0.0018879342103333785,0.433990828290299,0.42828649512399547,0.31637536571177527,-0.1837519675641736,-0.16301732161128848,24.067772003641796,-21.4530650288304,-10.923076161512196
0.014000000000000005,0.4,0.0,0.15000013664397177,0.0022044564906618766,0.4338065680768029,0.42812331409328064,0.3402077798450814,-0.20585124117869663,-0.1738366052090649,23.832414133306113,-22.099273614523018,-10.819283597776424
0.015000000000000006,0.4,0.0,0.15000017060088552,0.0025448237806366446,0.4336001360216044,0.4279492882965146,0.3637770634354481,-0.2285211155645321,-0.1845677937726155,23.569283590366695,-22.66987438583548,-10.731188563550598
0.016000000000000007,0.4,0.0,0.15000020975275635,0.002908772099330482,0.4333709581088931,0.42776450453842707,0.3870590685837501,-0.2516942900002897,-0.19522334305646705,23.28200514830203,-23.173174435757588,-10.65554928385154
0.017000000000000008,0.4,0.0,0.1500002544664576,0.003296013212092098,0.43311852789767236,0.42756903734507723,0.41003289394130726,-0.27531089392830704,-0.20581291096822443,22.973825357557153,-23.616603928017344,-10.589567911757387
0.01800000000000001,0.4,0.0,0.15000030510830434,0.0037062378944756683,0.4328423990875482,0.42736295176790023,0.43268054294573344,-0.2993177073061021,-0.21634374167317555,22.647649004426174,-24.006813377795034,-10.530830704951116
0.01900000000000001,0.4,0.0,0.15000036204405368,0.004139118852074505,0.43254217886326196,0.42714630580112983,0.45498661523810385,-0.32366746704325255,-0.22682099762885305,22.306072292370416,-24.349759737150478,-10.4772559556775
0.02000000000000001,0.4,0.0,0.15000042563890492,0.004594313329603245,0.43221752193201585,0.4269191524649424,0.4769380282351727,-0.3483182497120731,-0.23724804629112636,21.951412997068818,-24.650782668820536,-10.427048662273315
0.02100000000000001,0.4,0.0,0.1500004962575,0.005071465439562018,0.43186812517743867,0.4266815415999326,0.49852376606532023,-0.3732329219159598,-0.24762670735223527,21.585737830147554,-24.91467220388671,-10.378661061108907
0.022000000000000013,0.4,0.0,0.15000057426392366,0.0055702082380278085,0.431493722862661,0.4264335214126464,0.5197346532968218,-0.39837865073591405,-0.25795746560385036,21.21088723150155,-25.14572881995425,-10.330758251615086
0.023000000000000013,0.4,0.0,0.1500006600217038,0.00609016557254479,0.431094082322522,0.42617513980678384,0.5405631510930154,-0.42372646757777155,-0.26823965384998305,20.828497796193666,-25.347816841857494,-10.282188246132694
0.024000000000000014,0.4,0.0,0.15000075389381173,0.006630953724714443,0.4306690000916146,0.4259064455302449,0.5610031736214995,-0.44925087953000403,-0.2784716097126102,20.440022528484093,-25.524411952232484,-10.231955862627151
0.025000000000000015,0.4,0.0,0.1500008562426624,0.007192182867904576,0.4302182984207408,0.42562748916431864,0.5810499227244332,-0.4749295230311749,-0.28865080966596124,20.046749102933692,-25.678643501170882,-10.179199953351036
