timestamp,model_type,goal_image,similarity_score,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769719711.3025794,visual,goal16.png,0.691180408000946,0.052344441413879395,-1.3373290300369263,-1.8386608362197876,1.7884669303894043,1.5063884258270264,2.919158935546875,-0.10711514949798584,-1.1470768451690674,-1.8285480737686157,1.6799585819244385,1.3922895193099976,2.719158887863159,-0.15945959091186523,0.1902521848678589,0.010112762451171875,-0.10850834846496582,-0.11409890651702881,-0.20000000298023224
1769719711.3199344,visual,goal16.png,0.689605712890625,0.050678376108407974,-1.3370563983917236,-1.8386608362197876,1.7884974479675293,1.5063884258270264,2.919158935546875,-0.10876154899597168,-1.1561362743377686,-1.8166958093643188,1.6793330907821655,1.3871581554412842,2.719158887863159,-0.15943992137908936,0.18092012405395508,0.02196502685546875,-0.10916435718536377,-0.11923027038574219,-0.20000000298023224
1769719711.3585563,visual,goal16.png,0.6874156594276428,0.05055724456906319,-1.3369958400726318,-1.8386305570602417,1.788558006286621,1.5064035654067993,2.9191436767578125,-0.10948801040649414,-1.1661745309829712,-1.8054105043411255,1.678619384765625,1.3822195529937744,2.7191436290740967,-0.16004525125026703,0.17082130908966064,0.03322005271911621,-0.1099386215209961,-0.1241840124130249,-0.20000000298023224
1769719711.461341,visual,goal16.png,0.7214173078536987,0.024566756561398506,-1.3190326690673828,-1.8301185369491577,1.7517532110214233,1.5049192905426025,2.8719489574432373,-0.1035204827785492,-1.1580332517623901,-1.8011534214019775,1.6799168586730957,1.3772507905960083,2.7026875019073486,-0.12808723747730255,0.16099941730499268,0.028965115547180176,-0.07183635234832764,-0.12766849994659424,-0.16926145553588867
1769719711.556585,visual,goal16.png,0.6745049953460693,-0.017145272344350815,-1.2874987125396729,-1.8190619945526123,1.6978638172149658,1.4821245670318604,2.8261020183563232,-0.08823595941066742,-1.1341983079910278,-1.7908923625946045,1.7020525932312012,1.368544578552246,2.6552820205688477,-0.0710906833410263,0.15330040454864502,0.028169631958007812,0.0041887760162353516,-0.11357998847961426,-0.17081999778747559
1769719711.6566782,visual,goal16.png,0.7178890705108643,-0.06458251178264618,-1.2546017169952393,-1.8072782754898071,1.687443494796753,1.45431649684906,2.7787556648254395,-0.05165936052799225,-1.1042883396148682,-1.7581567764282227,1.7657116651535034,1.348833441734314,2.5787556171417236,0.01292315125465393,0.1503133773803711,0.04912149906158447,0.07826817035675049,-0.1054830551147461,-0.20000000298023224
1769719711.7589166,visual,goal16.png,0.6573871970176697,-0.08951272815465927,-1.2191903591156006,-1.793162226676941,1.7008627653121948,1.4347630739212036,2.727638006210327,-0.012111000716686249,-1.0982205867767334,-1.7071897983551025,1.8471360206604004,1.32808518409729,2.5276379585266113,0.07740172743797302,0.12096977233886719,0.08597242832183838,0.14627325534820557,-0.10667788982391357,-0.20000000298023224
1769719711.855948,visual,goal16.png,0.7084112167358398,-0.06530951708555222,-1.173994779586792,-1.7692922353744507,1.7484816312789917,1.4233430624008179,2.6698105335235596,0.03499531000852585,-1.0662442445755005,-1.6832343339920044,1.9225448369979858,1.3117456436157227,2.4698104858398438,0.10030482709407806,0.1077505350112915,0.08605790138244629,0.17406320571899414,-0.11159741878509521,-0.20000000298023224
1769719711.9583476,visual,goal16.png,0.7169280052185059,-0.023960953578352928,-1.1388561725616455,-1.7276710271835327,1.8042190074920654,1.4069095849990845,2.615966796875,0.07482961565256119,-1.003638744354248,-1.6823863983154297,1.986035943031311,1.2904729843139648,2.4218525886535645,0.09879057109355927,0.13521742820739746,0.04528462886810303,0.1818169355392456,-0.11643660068511963,-0.19411420822143555
1769719712.0591922,visual,goal16.png,0.69682776927948,0.020659102126955986,-1.1092911958694458,-1.6975913047790527,1.8644393682479858,1.388174057006836,2.5594570636749268,0.11101427674293518,-0.946975827217102,-1.7026937007904053,2.0242748260498047,1.2674503326416016,2.4036402702331543,0.09035517275333405,0.16231536865234375,-0.005102396011352539,0.15983545780181885,-0.12072372436523438,-0.15581679344177246
1769719712.1588647,visual,goal16.png,0.7009848356246948,0.05885722488164902,-1.072849988937378,-1.6927446126937866,1.9199037551879883,1.366894006729126,2.5124893188476562,0.16427075862884521,-0.8926478624343872,-1.7304730415344238,2.061690092086792,1.2545783519744873,2.3821263313293457,0.1054135337471962,0.18020212650299072,-0.03772842884063721,0.1417863368988037,-0.11231565475463867,-0.13036298751831055
