timestamp,model_type,goal_image,similarity_score,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769719183.6636493,full,goal2.png,0.673108696937561,-0.08518096804618835,-1.2648706436157227,-1.9324144124984741,1.484881043434143,1.4424571990966797,3.1751108169555664,-0.1353091150522232,-1.14682936668396,-1.9190665483474731,1.47114098072052,1.414251685142517,3.0909886360168457,-0.05012814700603485,0.1180412769317627,0.013347864151000977,-0.013740062713623047,-0.028205513954162598,-0.0841221809387207
1769719183.6862595,full,goal2.png,0.6698312759399414,-0.08518096804618835,-1.2648403644561768,-1.9324448108673096,1.484881043434143,1.4424571990966797,3.1751108169555664,-0.13503405451774597,-1.1486493349075317,-1.9194844961166382,1.4710841178894043,1.4137122631072998,3.0908403396606445,-0.04985308647155762,0.11619102954864502,0.012960314750671387,-0.01379692554473877,-0.028744935989379883,-0.08427047729492188
1769719183.7203128,full,goal2.png,0.6766653060913086,-0.08515068888664246,-1.2648403644561768,-1.9324144124984741,1.484881043434143,1.4424420595169067,3.175095558166504,-0.1345362812280655,-1.149685263633728,-1.9201912879943848,1.4720726013183594,1.4131816625595093,3.0917439460754395,-0.049385592341423035,0.11515510082244873,0.012223124504089355,-0.012808442115783691,-0.02926039695739746,-0.08335161209106445
1769719183.8213406,full,goal2.png,0.6677062511444092,-0.10938418656587601,-1.246634840965271,-1.9272648096084595,1.4784895181655884,1.4332939386367798,3.136958122253418,-0.13488009572029114,-1.1505343914031982,-1.9186756610870361,1.4730650186538696,1.41265869140625,3.0893301963806152,-0.02549590915441513,0.09610044956207275,0.00858914852142334,-0.00542449951171875,-0.020635247230529785,-0.047627925872802734
1769719183.9205313,full,goal2.png,0.6868409514427185,-0.129285991191864,-1.2143739461898804,-1.923326849937439,1.4746726751327515,1.4176936149597168,3.103182554244995,-0.13800843060016632,-1.1468828916549683,-1.918070912361145,1.47299325466156,1.4117006063461304,3.081867218017578,-0.008722439408302307,0.06749105453491211,0.005255937576293945,-0.0016794204711914062,-0.005993008613586426,-0.021315336227416992
1769719184.0203512,full,goal2.png,0.7098954319953918,-0.1351020485162735,-1.1885347366333008,-1.9223575592041016,1.4737639427185059,1.414452314376831,3.093761682510376,-0.14537836611270905,-1.1374197006225586,-1.920426845550537,1.4710878133773804,1.4092590808868408,3.0739402770996094,-0.010276317596435547,0.05111503601074219,0.0019307136535644531,-0.0026761293411254883,-0.005193233489990234,-0.0198214054107666
1769719184.120241,full,goal2.png,0.6855499148368835,-0.1345568150281906,-1.1782355308532715,-1.9185407161712646,1.472733974456787,1.411195993423462,3.084719657897949,-0.15550801157951355,-1.1231701374053955,-1.9265995025634766,1.469849944114685,1.4075366258621216,3.069108724594116,-0.020951196551322937,0.05506539344787598,-0.008058786392211914,-0.0028840303421020508,-0.003659367561340332,-0.015610933303833008
1769719184.2212331,full,goal2.png,0.6935664415359497,-0.14270538091659546,-1.1706323623657227,-1.9208731651306152,1.4717646837234497,1.4095450639724731,3.0778281688690186,-0.1666533201932907,-1.1066460609436035,-1.9335360527038574,1.4655098915100098,1.4089925289154053,3.07041072845459,-0.02394793927669525,0.06398630142211914,-0.012662887573242188,-0.006254792213439941,-0.0005525350570678711,-0.007417440414428711
1769719184.3201582,full,goal2.png,0.6892107725143433,-0.15445862710475922,-1.1588789224624634,-1.9248414039611816,1.4698562622070312,1.408363699913025,3.072678565979004,-0.1768522709608078,-1.0936585664749146,-1.939206838607788,1.4571459293365479,1.4116443395614624,3.074535846710205,-0.022393643856048584,0.06522035598754883,-0.014365434646606445,-0.012710332870483398,0.0032806396484375,0.0018572807312011719
1769719184.4199226,full,goal2.png,0.6946011781692505,-0.1633039265871048,-1.1415218114852905,-1.93120276927948,1.4648884534835815,1.408939242362976,3.0720725059509277,-0.18522967398166656,-1.0839285850524902,-1.9444406032562256,1.449647307395935,1.4132165908813477,3.080909252166748,-0.021925747394561768,0.05759322643280029,-0.013237833976745605,-0.015241146087646484,0.004277348518371582,0.008836746215820312
1769719184.5202415,full,goal2.png,0.7098976373672485,-0.1722399890422821,-1.127829670906067,-1.936685562133789,1.4586483240127563,1.4108325242996216,3.0745718479156494,-0.19246995449066162,-1.0758655071258545,-1.9504694938659668,1.446578025817871,1.4122745990753174,3.088503837585449,-0.020229965448379517,0.0519641637802124,-0.013783931732177734,-0.012070298194885254,0.0014420747756958008,0.013931989669799805
1769719184.6208932,full,goal2.png,0.7042443156242371,-0.18356920778751373,-1.1171367168426514,-1.9413808584213257,1.4528019428253174,1.4121804237365723,3.0793731212615967,-0.20028208196163177,-1.067801594734192,-1.9565362930297852,1.4451946020126343,1.4107261896133423,3.097472667694092,-0.016712874174118042,0.04933512210845947,-0.015155434608459473,-0.0076073408126831055,-0.0014542341232299805,0.018099546432495117
