timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,delta_j0,delta_j1,delta_j2,delta_j3,delta_j4,delta_j5
1769212954.523924,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.12886196374893188,-1.333936333656311,-1.760961890220642,1.817577600479126,1.5014660358428955,2.751992702484131,0.09252758324146271,-1.3369706869125366,-1.7425308227539062,1.8035203218460083,1.4745694398880005,2.7178821563720703,-0.03633437678217888,-0.00303436815738678,0.01843104138970375,-0.014057250693440437,-0.026896577328443527,-0.03411049395799637
1769212954.5341063,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.12886196374893188,-1.3339059352874756,-1.7609316110610962,1.817577600479126,1.5014811754226685,2.7520382404327393,0.0925118699669838,-1.3371995687484741,-1.7427911758422852,1.803360104560852,1.4752193689346313,2.7191402912139893,-0.03635009378194809,-0.0032936204224824905,0.01814037747681141,-0.014217535965144634,-0.026261834427714348,-0.03289805352687836
1769212954.6355374,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.11950171738862991,-1.3342392444610596,-1.7573572397232056,1.8138214349746704,1.493135690689087,2.7421176433563232,0.083028145134449,-1.33772873878479,-1.739437222480774,1.799521803855896,1.4673047065734863,2.709911346435547,-0.03647357225418091,-0.003489445662125945,0.017919987440109253,-0.014299619942903519,-0.025830931961536407,-0.032206278294324875
1769212954.7360368,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.10105392336845398,-1.3357537984848022,-1.7493600845336914,1.8059757947921753,1.4792771339416504,2.7248361110687256,0.06387154757976532,-1.3390676975250244,-1.731942057609558,1.7916252613067627,1.4540915489196777,2.693223237991333,-0.03718237951397896,-0.003313891589641571,0.017418019473552704,-0.014350582845509052,-0.02518557384610176,-0.03161291405558586
1769212954.8360887,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.08602910488843918,-1.3363898992538452,-1.7430593967437744,1.799947738647461,1.4685689210891724,2.711613655090332,0.047080498188734055,-1.3385066986083984,-1.7265207767486572,1.7848349809646606,1.4447271823883057,2.6822874546051025,-0.038948606699705124,-0.002116802614182234,0.01653861626982689,-0.015112796798348427,-0.023841794580221176,-0.02932627871632576
1769212954.9347262,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.07327623665332794,-1.3377227783203125,-1.7370009422302246,1.7931926250457764,1.4561794996261597,2.6966190338134766,0.03189412131905556,-1.338255524635315,-1.7210506200790405,1.7770450115203857,1.4344429969787598,2.670037269592285,-0.041382115334272385,-0.000532745907548815,0.01595037803053856,-0.016147561371326447,-0.02173648402094841,-0.02658187970519066
1769212955.0338988,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.05522218719124794,-1.3377833366394043,-1.7324268817901611,1.7871947288513184,1.4460316896438599,2.6847445964813232,0.012234549969434738,-1.337679147720337,-1.7156416177749634,1.770195722579956,1.4276286363601685,2.660947322845459,-0.0429876372218132,0.00010415457654744387,0.016785241663455963,-0.016999006271362305,-0.018403053283691406,-0.0237972903996706
1769212955.1345522,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.037380266934633255,-1.3374501466751099,-1.726944088935852,1.779742956161499,1.436686635017395,2.6727640628814697,-0.006510905921459198,-1.337494134902954,-1.7095720767974854,1.7611371278762817,1.4210915565490723,2.651209831237793,-0.04389117285609245,-4.4005937525071204e-05,0.017372047528624535,-0.018605820834636688,-0.015595080330967903,-0.02155432291328907
1769212955.2344897,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.02356713078916073,-1.337419867515564,-1.7217035293579102,1.7724729776382446,1.429598331451416,2.6631009578704834,-0.02118040807545185,-1.3374686241149902,-1.70437753200531,1.7515166997909546,1.416055679321289,2.644246816635132,-0.04474753886461258,-4.879730840912089e-05,0.017326002940535545,-0.020956240594387054,-0.013542650267481804,-0.018854131922125816
1769212955.3359244,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.006421858910471201,-1.3372986316680908,-1.7162812948226929,1.7645667791366577,1.4223889112472534,2.6533772945404053,-0.03885895386338234,-1.3368808031082153,-1.699289083480835,1.7418276071548462,1.4100849628448486,2.6372063159942627,-0.0452808141708374,0.0004178432864136994,0.016992168501019478,-0.022739212960004807,-0.01230396144092083,-0.016171004623174667
