timestamp,motor1,motor2,motor3,motor4,motor5,motor6
1767906754.1233802,0.6647265997999845,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.1404283,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.1574025,0.6646962419205102,0.1772079067285415,0.6322536122863386,0.5468908710315924,0.051556902530566544,0.16772653079795574
1767906754.1743453,0.6646659593707618,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.191317,0.6647265997999845,0.177177624178793,0.6322536122863386,0.5468303059320954,0.051526610564602324,0.16775683218013568
1767906754.2083385,0.6646962419205102,0.177177624178793,0.632283894836087,0.5468605884818438,0.051587194496530764,0.16769624824820722
1767906754.2253265,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051556902530566544,0.16772653079795574
1767906754.2423477,0.6646962419205102,0.177177624178793,0.63222332973659,0.5468605884818438,0.051526610564602324,0.16772653079795574
1767906754.259328,0.6647265997999845,0.17714732279661305,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16775683218013568
1767906754.2763486,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16769624824820722
1767906754.2933254,0.6646659593707618,0.177177624178793,0.632283894836087,0.5468605884818438,0.051526610564602324,0.16772653079795574
1767906754.3103247,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5469211912462038,0.051526610564602324,0.16775683218013568
1767906754.3273256,0.6646962419205102,0.17714732279661305,0.6322536122863386,0.5469211912462038,0.051526610564602324,0.16775683218013568
1767906754.344312,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468605884818438,0.051526610564602324,0.16772653079795574
1767906754.3613217,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.3783035,0.6646659593707618,0.1772079067285415,0.6322536122863386,0.5468908710315924,0.0514963185986381,0.16772653079795574
1767906754.3953032,0.6646659593707618,0.177177624178793,0.6322536122863386,0.5468605884818438,0.051526610564602324,0.16769624824820722
1767906754.4123032,0.6646962419205102,0.177177624178793,0.63222332973659,0.5468908710315924,0.051556902530566544,0.16772653079795574
1767906754.4293044,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.4463067,0.6646962419205102,0.177177624178793,0.63222332973659,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.4633,0.6646962419205102,0.17714732279661305,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.4803648,0.6646962419205102,0.17714732279661305,0.63222332973659,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.4973624,0.6646962419205102,0.1772079067285415,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.5143723,0.6646962419205102,0.17714732279661305,0.632283894836087,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.5313609,0.6646962419205102,0.17714732279661305,0.63222332973659,0.5468908710315924,0.051587194496530764,0.16772653079795574
1767906754.5482852,0.6646659593707618,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
1767906754.5653598,0.6646962419205102,0.17714732279661305,0.63222332973659,0.5468605884818438,0.051556902530566544,0.16772653079795574
1767906754.58237,0.6647265997999845,0.177177624178793,0.6322536122863386,0.5468605884818438,0.051526610564602324,0.16772653079795574
1767906754.5993319,0.6646962419205102,0.17714732279661305,0.63222332973659,0.5468908710315924,0.051526610564602324,0.16769624824820722
1767906754.6163666,0.6646962419205102,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16775683218013568
1767906754.6333606,0.6646962419205102,0.17714732279661305,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16775683218013568
1767906754.6503623,0.6646659593707618,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16775683218013568
1767906754.6673484,0.6646659593707618,0.177177624178793,0.6322536122863386,0.5468908710315924,0.051526610564602324,0.16772653079795574
