timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,delta_j0,delta_j1,delta_j2,delta_j3,delta_j4,delta_j5
1769212876.5544622,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.385525643825531,-1.3618048429489136,-1.9022133350372314,1.9074538946151733,1.5093873739242554,2.844489097595215,0.3549427092075348,-1.3698362112045288,-1.879192590713501,1.8873567581176758,1.4901238679885864,2.812246561050415,-0.03058294579386711,-0.008031357079744339,0.023020688444375992,-0.0200971532613039,-0.019263513386249542,-0.0322425477206707
1769212876.5686057,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.385525643825531,-1.361835241317749,-1.90215265750885,1.9074236154556274,1.5093570947647095,2.844489097595215,0.355016827583313,-1.3692538738250732,-1.8793041706085205,1.8878077268600464,1.4899115562438965,2.811410665512085,-0.03050880879163742,-0.007418584078550339,0.022848479449748993,-0.019615883007645607,-0.019445480778813362,-0.03307844698429108
1769212876.6683714,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.3766500651836395,-1.3633800745010376,-1.8971848487854004,1.9007290601730347,1.50242018699646,2.833796262741089,0.34623199701309204,-1.3702822923660278,-1.8745993375778198,1.881702184677124,1.4826619625091553,2.7992897033691406,-0.03041805326938629,-0.006902188062667847,0.022585557773709297,-0.019026875495910645,-0.019758248701691628,-0.03450644016265869
1769212876.7683146,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.35932308435440063,-1.3660759925842285,-1.8877034187316895,1.891035556793213,1.4903943538665771,2.8152272701263428,0.32901275157928467,-1.3725842237472534,-1.8651773929595947,1.8738011121749878,1.4704155921936035,2.778634786605835,-0.03031032159924507,-0.0065081738866865635,0.02252601832151413,-0.01723439246416092,-0.01997876726090908,-0.03659236803650856
1769212876.8698025,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.34687313437461853,-1.3680450916290283,-1.8809785842895508,1.883311152458191,1.4812763929367065,2.7982637882232666,0.3166656196117401,-1.3740183115005493,-1.8588109016418457,1.8680038452148438,1.4614735841751099,2.759871006011963,-0.03020751103758812,-0.005973263643682003,0.02216772735118866,-0.015307292342185974,-0.0198027566075325,-0.03839275240898132
1769212876.968768,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.33533185720443726,-1.3696807622909546,-1.8742234706878662,1.8768892288208008,1.4713557958602905,2.779982566833496,0.3049246370792389,-1.374843716621399,-1.8522191047668457,1.864010214805603,1.4519240856170654,2.740112066268921,-0.030407216399908066,-0.005162976216524839,0.022004349157214165,-0.012879038229584694,-0.01943170838057995,-0.039870426058769226
1769212877.067109,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.32124608755111694,-1.3707712888717651,-1.8669534921646118,1.8713761568069458,1.461935043334961,2.761353015899658,0.2902393639087677,-1.3752264976501465,-1.8449150323867798,1.8590399026870728,1.4430527687072754,2.721945285797119,-0.03100673295557499,-0.004455231130123138,0.022038467228412628,-0.012336299754679203,-0.018882259726524353,-0.0394076444208622
1769212877.1688921,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.30840229988098145,-1.3721647262573242,-1.8598347902297974,1.8664385080337524,1.4519083499908447,2.740996837615967,0.2764737606048584,-1.376189947128296,-1.8371721506118774,1.8540303707122803,1.4330923557281494,2.7031595706939697,-0.03192853927612305,-0.004025258589535952,0.022662680596113205,-0.012408195063471794,-0.018816009163856506,-0.03783727064728737
1769212877.2707272,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.29595234990119934,-1.3735581636428833,-1.85317063331604,1.8617736101150513,1.4429116249084473,2.7221550941467285,0.2628021240234375,-1.3766740560531616,-1.8303747177124023,1.8483554124832153,1.4249019622802734,2.6868510246276855,-0.03315023332834244,-0.003115891246125102,0.02279595099389553,-0.013418166898190975,-0.018009619787335396,-0.03530397266149521
1769212877.3699062,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,0.28041255474090576,-1.3741034269332886,-1.8475968837738037,1.8567755222320557,1.4341723918914795,2.7052977085113525,0.24598956108093262,-1.3767454624176025,-1.8258215188980103,1.8421505689620972,1.4184156656265259,2.673175573348999,-0.034422993659973145,-0.0026420694775879383,0.02177540771663189,-0.014624906703829765,-0.015756703913211823,-0.03212207183241844
