timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769539977.7169511,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.15058133006095886,-1.2852874994277954,-1.8402059078216553,1.492181420326233,1.3706350326538086,3.0714213848114014,0.030378729104995728,-1.2321223020553589,-1.8507161140441895,1.5118646621704102,1.4014822244644165,3.025698184967041,-0.12020260095596313,0.05316519737243652,-0.01051020622253418,0.019683241844177246,0.03084719181060791,-0.04572319984436035
1769539977.7339227,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.150550976395607,-1.2852572202682495,-1.8402059078216553,1.492151141166687,1.3706501722335815,3.071406126022339,0.03096725046634674,-1.233246922492981,-1.849787950515747,1.512990951538086,1.4018548727035522,3.027325391769409,-0.11958372592926025,0.052010297775268555,-0.009582042694091797,0.020839810371398926,0.031204700469970703,-0.04408073425292969
1769539977.8333282,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.14679481089115143,-1.283348798751831,-1.8411145210266113,1.4930297136306763,1.3740882873535156,3.0672409534454346,0.031169235706329346,-1.233590006828308,-1.8487002849578857,1.5130841732025146,1.4021145105361938,3.027933120727539,-0.11562557518482208,0.04975879192352295,-0.007585763931274414,0.02005445957183838,0.028026223182678223,-0.03930783271789551
1769539977.9327378,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.11095940321683884,-1.2574491500854492,-1.8450525999069214,1.50526762008667,1.3932479619979858,3.0393269062042236,0.030963152647018433,-1.2282865047454834,-1.8516550064086914,1.5148653984069824,1.401597261428833,3.023336410522461,-0.0799962505698204,0.02916264533996582,-0.0066024065017700195,0.0095977783203125,0.008349299430847168,-0.015990495681762695
1769539978.0331402,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.06334047019481659,-1.24393892288208,-1.8456584215164185,1.5100537538528442,1.3989732265472412,3.031935691833496,0.024451233446598053,-1.2203673124313354,-1.8568942546844482,1.5180367231369019,1.401544213294983,3.0146853923797607,-0.038889236748218536,0.02357161045074463,-0.011235833168029785,0.007982969284057617,0.0025709867477416992,-0.01725029945373535
1769539978.1331093,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.03256383538246155,-1.2411521673202515,-1.8484148979187012,1.5125073194503784,1.400926947593689,3.025771379470825,0.007082577794790268,-1.2108644247055054,-1.8620338439941406,1.5214252471923828,1.4004342555999756,3.0055298805236816,-0.02548125758767128,0.030287742614746094,-0.013618946075439453,0.008917927742004395,-0.0004926919937133789,-0.020241498947143555
1769539978.23465,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.026808418333530426,-1.236214518547058,-1.851625919342041,1.5148398876190186,1.4013056755065918,3.0186679363250732,-0.013589948415756226,-1.2081129550933838,-1.861177682876587,1.5214775800704956,1.4013621807098389,2.9989852905273438,-0.04039836674928665,0.028101563453674316,-0.009551763534545898,0.006637692451477051,5.650520324707031e-05,-0.019682645797729492
1769539978.3334415,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,0.01681201346218586,-1.2309134006500244,-1.8556244373321533,1.5174449682235718,1.4006240367889404,3.0105345249176025,-0.032770946621894836,-1.2074689865112305,-1.8596420288085938,1.5173566341400146,1.4022998809814453,2.9947423934936523,-0.04958295822143555,0.023444414138793945,-0.00401759147644043,-8.83340835571289e-05,0.0016758441925048828,-0.015792131423950195
1769539978.4362366,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,-0.00502848532050848,-1.2254608869552612,-1.85747230052948,1.5189292430877686,1.4011995792388916,3.0023255348205566,-0.048259660601615906,-1.208231806755066,-1.855759620666504,1.5142097473144531,1.4034756422042847,2.9885690212249756,-0.04323117434978485,0.017229080200195312,0.0017126798629760742,-0.00471949577331543,0.0022760629653930664,-0.013756513595581055
1769539978.5345242,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal2.png,-0.023809466511011124,-1.224915623664856,-1.857926607131958,1.517566204071045,1.4019266366958618,2.997509002685547,-0.06264995783567429,-1.2103362083435059,-1.8485299348831177,1.5084967613220215,1.404836654663086,2.9755287170410156,-0.03884049132466316,0.014579415321350098,0.009396672248840332,-0.009069442749023438,0.002910017967224121,-0.02198028564453125
