timestamp,model_type,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769540485.4969604,rgb,None,0.1686655879020691,-1.354110836982727,-1.593508005142212,1.5590660572052002,1.4992547035217285,3.0988051891326904,-0.03133441507816315,-1.1541107892990112,-1.6645437479019165,1.3590660095214844,1.3119652271270752,2.8988051414489746,-0.20000000298023224,0.20000000298023224,-0.07103574275970459,-0.20000000298023224,-0.18728947639465332,-0.20000000298023224
1769540485.5085576,rgb,None,0.1686353087425232,-1.354141116142273,-1.593508005142212,1.5590357780456543,1.4992547035217285,3.0988051891326904,-0.031364694237709045,-1.1541410684585571,-1.671126365661621,1.3590357303619385,1.309866189956665,2.8990983963012695,-0.20000000298023224,0.20000000298023224,-0.07761836051940918,-0.20000000298023224,-0.18938851356506348,-0.1997067928314209
1769540485.6100566,rgb,None,0.1646972894668579,-1.3518693447113037,-1.5968098640441895,1.5543708801269531,1.4955590963363647,3.094231128692627,-0.03530271351337433,-1.151869297027588,-1.6710498332977295,1.3543708324432373,1.3077566623687744,2.8982062339782715,-0.20000000298023224,0.20000000298023224,-0.07423996925354004,-0.20000000298023224,-0.18780243396759033,-0.19602489471435547
1769540485.715144,rgb,None,0.1306794434785843,-1.3193963766098022,-1.6339175701141357,1.4969675540924072,1.4635858535766602,3.0567448139190674,-0.06932055950164795,-1.1303598880767822,-1.669010877609253,1.334875464439392,1.310429334640503,2.900629997253418,-0.20000000298023224,0.18903648853302002,-0.03509330749511719,-0.16209208965301514,-0.15315651893615723,-0.15611481666564941
1769540485.8161857,rgb,None,0.0824243575334549,-1.2846513986587524,-1.6618770360946655,1.4414727687835693,1.4290984869003296,3.02113676071167,-0.11757564544677734,-1.128165364265442,-1.6623024940490723,1.297410249710083,1.3047813177108765,2.9028117656707764,-0.20000000298023224,0.15648603439331055,-0.0004254579544067383,-0.14406251907348633,-0.12431716918945312,-0.11832499504089355
1769540485.9131565,rgb,None,0.034835703670978546,-1.260236144065857,-1.6676324605941772,1.3866746425628662,1.3949594497680664,2.9859981536865234,-0.1651642918586731,-1.1362143754959106,-1.6612383127212524,1.2548409700393677,1.2947641611099243,2.9064888954162598,-0.20000000298023224,0.12402176856994629,0.006394147872924805,-0.13183367252349854,-0.10019528865814209,-0.07950925827026367
1769540486.0074148,rgb,None,-0.005149615462869406,-1.2243704795837402,-1.6668448448181152,1.330967664718628,1.3573672771453857,2.9529495239257812,-0.20514962077140808,-1.133958339691162,-1.66457998752594,1.2341346740722656,1.2794588804244995,2.882859468460083,-0.20000000298023224,0.09041213989257812,0.002264857292175293,-0.0968329906463623,-0.07790839672088623,-0.07009005546569824
1769540486.1171172,rgb,None,-0.04540763050317764,-1.1739343404769897,-1.6638762950897217,1.2725344896316528,1.3143072128295898,2.9205522537231445,-0.17449620366096497,-1.089026689529419,-1.7062292098999023,1.3372505903244019,1.2373623847961426,2.865642786026001,-0.12908858060836792,0.0849076509475708,-0.042352914810180664,0.06471610069274902,-0.07694482803344727,-0.054909467697143555
1769540486.208867,rgb,None,-0.09084554016590118,-1.1583642959594727,-1.6646336317062378,1.2460896968841553,1.2853633165359497,2.8903965950012207,-0.034304194152355194,-1.038362741470337,-1.745100975036621,1.446089744567871,1.0853632688522339,2.875326156616211,0.05654134601354599,0.12000155448913574,-0.0804673433303833,0.20000000298023224,-0.20000000298023224,-0.015070438385009766
1769540486.3079517,rgb,None,-0.13522325456142426,-1.1451873779296875,-1.6956526041030884,1.2974648475646973,1.2508455514907837,2.873811721801758,0.056542471051216125,-0.9873325824737549,-1.7904462814331055,1.497464895248413,1.0508455038070679,2.894160747528076,0.19176572561264038,0.15785479545593262,-0.09479367733001709,0.20000000298023224,-0.20000000298023224,0.02034902572631836
