timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,delta_j0,delta_j1,delta_j2,delta_j3,delta_j4,delta_j5
1769213996.1033108,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.2446984052658081,-1.3557465076446533,-1.6486696004867554,1.5326212644577026,1.090798020362854,3.9966890811920166,-0.27663102746009827,-1.3442492485046387,-1.6438614130020142,1.5274946689605713,1.0637414455413818,3.98250412940979,-0.031932633370161057,0.011497285217046738,0.004808153957128525,-0.005126630887389183,-0.027056528255343437,-0.014185018837451935
1769213996.1154032,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.2446681261062622,-1.3557465076446533,-1.6486696004867554,1.5326515436172485,1.090782880783081,3.9967041015625,-0.27658140659332275,-1.3440579175949097,-1.6439069509506226,1.5273618698120117,1.0636662244796753,3.9824166297912598,-0.031913287937641144,0.011688600294291973,0.004762688651680946,-0.005289637483656406,-0.027116604149341583,-0.014287563040852547
1769213996.2175574,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.24951483309268951,-1.3547468185424805,-1.648336410522461,1.5318033695220947,1.0861330032348633,3.99375057220459,-0.2812572121620178,-1.3429577350616455,-1.6434954404830933,1.5267517566680908,1.058862328529358,3.9791171550750732,-0.031742390245199203,0.011789040639996529,0.004840976092964411,-0.0050515830516815186,-0.02727067843079567,-0.014633484184741974
1769213996.318609,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.26620569825172424,-1.3484764099121094,-1.6460039615631104,1.5274715423583984,1.0694876909255981,3.9851326942443848,-0.2976047992706299,-1.3368499279022217,-1.6403288841247559,1.523244857788086,1.0423847436904907,3.969230890274048,-0.031399086117744446,0.011626530438661575,0.00567504670470953,-0.004226671531796455,-0.027102921158075333,-0.015901774168014526
1769213996.415874,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.27689874172210693,-1.3450231552124023,-1.6449437141418457,1.5263205766677856,1.0604151487350464,3.9799678325653076,-0.3079346716403961,-1.334446668624878,-1.6371928453445435,1.5223352909088135,1.0337647199630737,3.9626214504241943,-0.031035929918289185,0.010576490312814713,0.00775088369846344,-0.003985249437391758,-0.026650451123714447,-0.01734646037220955
1769213996.5145326,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.2875917851924896,-1.3417212963104248,-1.6422780752182007,1.5239274501800537,1.0468897819519043,3.9716224670410156,-0.3180881440639496,-1.3325278759002686,-1.6314256191253662,1.5193616151809692,1.021260142326355,3.95422101020813,-0.03049636259675026,0.009193463250994682,0.010852448642253876,-0.004565786104649305,-0.025629639625549316,-0.01740146428346634
1769213996.6144712,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.30019325017929077,-1.3385103940963745,-1.6395517587661743,1.5225037336349487,1.03578782081604,3.9636404514312744,-0.3307807743549347,-1.3302298784255981,-1.6262332201004028,1.5172321796417236,1.0113378763198853,3.946990966796875,-0.03058752231299877,0.008280538953840733,0.013318484649062157,-0.005271572154015303,-0.02444993332028389,-0.016649413853883743
1769213996.7139392,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.3114315867424011,-1.336450457572937,-1.6356440782546997,1.5205347537994385,1.0245192050933838,3.9554920196533203,-0.3421630561351776,-1.3282843828201294,-1.6208711862564087,1.5150949954986572,1.0003662109375,3.9376220703125,-0.030731480568647385,0.008166066370904446,0.014772874303162098,-0.005439728498458862,-0.024153003469109535,-0.017869947478175163
1769213996.8153796,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.32273048162460327,-1.3350268602371216,-1.6301612854003906,1.5183234214782715,1.0148561000823975,3.9478583335876465,-0.3535865843296051,-1.3265272378921509,-1.614068627357483,1.5132622718811035,0.9900423884391785,3.9274284839630127,-0.030856091529130936,0.008499635383486748,0.01609266921877861,-0.005061201751232147,-0.024813685566186905,-0.020429827272892
1769213996.9153337,/media/jerry/SSD/checkpoints/best_iris_experiment_combined.pth,goal1.png,-0.3346654772758484,-1.333178997039795,-1.6241635084152222,1.5159001350402832,1.0033451318740845,3.9384374618530273,-0.36480817198753357,-1.3246502876281738,-1.6060211658477783,1.511470079421997,0.9774096012115479,3.9151618480682373,-0.030142681673169136,0.008528764359652996,0.018142346292734146,-0.004429997876286507,-0.02593553252518177,-0.023275576531887054
