timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769539653.9413805,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.032018598169088364,-1.3502637147903442,-1.7300946712493896,1.5374679565429688,1.2899826765060425,3.3264946937561035,-0.1435299813747406,-1.266240119934082,-1.6994822025299072,1.4355192184448242,1.3631372451782227,3.2713775634765625,-0.11151137948036194,0.08402359485626221,0.030612468719482422,-0.10194873809814453,0.07315456867218018,-0.055117130279541016
1769539653.9555306,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.03198831528425217,-1.3502637147903442,-1.7300946712493896,1.5374679565429688,1.2899826765060425,3.3264644145965576,-0.143752783536911,-1.2672663927078247,-1.6976014375686646,1.4340331554412842,1.3627889156341553,3.2691917419433594,-0.11176446825265884,0.08299732208251953,0.0324932336807251,-0.10343480110168457,0.07280623912811279,-0.05727267265319824
1769539654.0563776,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.05367732420563698,-1.3349663019180298,-1.7180081605911255,1.5059946775436401,1.3150492906570435,3.308486223220825,-0.14542274177074432,-1.2657277584075928,-1.696925401687622,1.4324287176132202,1.362257719039917,3.2682955265045166,-0.09174542129039764,0.06923854351043701,0.021082758903503418,-0.07356595993041992,0.047208428382873535,-0.040190696716308594
1769539654.1561844,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.09578309953212738,-1.3018572330474854,-1.7074967622756958,1.451014757156372,1.3510210514068604,3.276906728744507,-0.15554973483085632,-1.261860966682434,-1.6975009441375732,1.424027681350708,1.3629153966903687,3.2635338306427,-0.05976663529872894,0.03999626636505127,0.009995818138122559,-0.026987075805664062,0.0118943452835083,-0.01337289810180664
1769539654.2552593,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.14718855917453766,-1.2897707223892212,-1.697379231452942,1.4333544969558716,1.3586394786834717,3.269530773162842,-0.17750899493694305,-1.2569150924682617,-1.694664716720581,1.407230019569397,1.3644503355026245,3.2519521713256836,-0.030320435762405396,0.03285562992095947,0.00271451473236084,-0.02612447738647461,0.005810856819152832,-0.017578601837158203
1769539654.3554955,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.16539402306079865,-1.2866203784942627,-1.6969248056411743,1.4196323156356812,1.3623048067092896,3.2605340480804443,-0.2081717997789383,-1.2504382133483887,-1.6899956464767456,1.3836312294006348,1.3671875,3.2397851943969727,-0.04277777671813965,0.03618216514587402,0.006929159164428711,-0.03600108623504639,0.004882693290710449,-0.02074885368347168
1769539654.4580379,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.18117612600326538,-1.2842272520065308,-1.6944712400436401,1.401093602180481,1.364682674407959,3.250128746032715,-0.23862406611442566,-1.2441482543945312,-1.6845043897628784,1.359390377998352,1.3700971603393555,3.2336843013763428,-0.05744794011116028,0.04007899761199951,0.009966850280761719,-0.041703224182128906,0.005414485931396484,-0.01644444465637207
1769539654.5551786,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.21443668007850647,-1.278047800064087,-1.6899880170822144,1.3774962425231934,1.3682420253753662,3.24042010307312,-0.2659030556678772,-1.2386057376861572,-1.6806809902191162,1.3357534408569336,1.3728973865509033,3.2323577404022217,-0.05146637558937073,0.03944206237792969,0.009307026863098145,-0.041742801666259766,0.004655361175537109,-0.008062362670898438
1769539654.6557002,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.24651585519313812,-1.2755335569381714,-1.6857168674468994,1.3543833494186401,1.370968222618103,3.2358763217926025,-0.29412439465522766,-1.2334402799606323,-1.6763291358947754,1.3109676837921143,1.3746435642242432,3.2292041778564453,-0.04760853946208954,0.04209327697753906,0.009387731552124023,-0.04341566562652588,0.0036753416061401367,-0.0066721439361572266
1769539654.7541263,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.27062830328941345,-1.270777702331543,-1.682566523551941,1.3303618431091309,1.3726040124893188,3.2334227561950684,-0.32392194867134094,-1.2272425889968872,-1.6731507778167725,1.28798246383667,1.3728811740875244,3.2296030521392822,-0.05329364538192749,0.04353511333465576,0.009415745735168457,-0.04237937927246094,0.0002771615982055664,-0.003819704055786133
