timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769539691.792964,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.22764410078525543,-0.806190013885498,-2.1542727947235107,1.8772830963134766,1.3449020385742188,2.8268895149230957,0.09254397451877594,-0.7641482949256897,-2.199963331222534,1.763999104499817,1.348692774772644,2.837599277496338,-0.1351001262664795,0.04204171895980835,-0.04569053649902344,-0.11328399181365967,0.003790736198425293,0.010709762573242188
1769539691.8072581,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.23061269521713257,-0.8076440095901489,-2.159513235092163,1.877161979675293,1.3448717594146729,2.82685923576355,0.09672987461090088,-0.7633122801780701,-2.2030227184295654,1.7661303281784058,1.346595048904419,2.839339017868042,-0.1338828206062317,0.04433172941207886,-0.043509483337402344,-0.11103165149688721,0.0017232894897460938,0.012479782104492188
1769539691.9198697,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.21513348817825317,-0.8011312484741211,-2.171781539916992,1.8611375093460083,1.3453110456466675,2.830054998397827,0.09717386215925217,-0.7641644477844238,-2.2063663005828857,1.762648105621338,1.3447307348251343,2.840766668319702,-0.11795962601900101,0.036966800689697266,-0.034584760665893555,-0.09848940372467041,-0.0005803108215332031,0.010711669921875
1769539692.018914,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.17457249760627747,-0.7781396508216858,-2.19289493560791,1.8060969114303589,1.3455382585525513,2.8361589908599854,0.08863793313503265,-0.7606169581413269,-2.2088162899017334,1.7503224611282349,1.3432811498641968,2.836911678314209,-0.08593456447124481,0.017522692680358887,-0.015921354293823242,-0.05577445030212402,-0.002257108688354492,0.0007526874542236328
1769539692.1071491,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.12810467183589935,-0.7670528292655945,-2.2034971714019775,1.770625114440918,1.3444021940231323,2.838991165161133,0.06926793605089188,-0.7518434524536133,-2.2103700637817383,1.728454828262329,1.3405812978744507,2.831594705581665,-0.05883673578500748,0.015209376811981201,-0.006872892379760742,-0.04217028617858887,-0.0038208961486816406,-0.0073964595794677734
1769539692.208081,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.09090618044137955,-0.7629027962684631,-2.206859588623047,1.7519047260284424,1.3428270816802979,2.8368403911590576,0.04023747891187668,-0.7404670119285583,-2.2130565643310547,1.7022953033447266,1.3368232250213623,2.825467109680176,-0.05066870152950287,0.022435784339904785,-0.0061969757080078125,-0.04960942268371582,-0.006003856658935547,-0.011373281478881836
1769539692.3069074,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.07197371125221252,-0.7629331350326538,-2.2089195251464844,1.7316999435424805,1.3401007652282715,2.8327510356903076,0.00865481048822403,-0.727862536907196,-2.2174594402313232,1.6767234802246094,1.3327559232711792,2.8216075897216797,-0.0633189007639885,0.035070598125457764,-0.008539915084838867,-0.054976463317871094,-0.007344841957092285,-0.01114344596862793
1769539692.4077923,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.04134856164455414,-0.751997709274292,-2.2110095024108887,1.7045886516571045,1.3366475105285645,2.827359199523926,-0.020445052534341812,-0.7148914933204651,-2.2234368324279785,1.6534467935562134,1.3298382759094238,2.819364309310913,-0.06179361417889595,0.037106215953826904,-0.012427330017089844,-0.05114185810089111,-0.006809234619140625,-0.007994890213012695
1769539692.5050335,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.014055471867322922,-0.7437280416488647,-2.2144932746887207,1.6822634935379028,1.3332396745681763,2.8235573768615723,-0.04975978657603264,-0.7032953500747681,-2.2309343814849854,1.6280654668807983,1.3267313241958618,2.81531023979187,-0.06381525844335556,0.04043269157409668,-0.01644110679626465,-0.05419802665710449,-0.006508350372314453,-0.008247137069702148
1769539692.6079724,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.015660898759961128,-0.7378513813018799,-2.2214603424072266,1.655303716659546,1.329695463180542,2.8201041221618652,-0.08213958144187927,-0.6950134038925171,-2.237536668777466,1.600278615951538,1.3234474658966064,2.8114051818847656,-0.0664786845445633,0.04283797740936279,-0.016076326370239258,-0.05502510070800781,-0.006247997283935547,-0.00869894027709961
1769539692.7068825,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.04310540109872818,-0.7249166965484619,-2.2289726734161377,1.632251501083374,1.326999545097351,2.8169236183166504,-0.11567071080207825,-0.6884666085243225,-2.244866371154785,1.5703964233398438,1.3197144269943237,2.8081681728363037,-0.07256530970335007,0.036450088024139404,-0.01589369773864746,-0.06185507774353027,-0.007285118103027344,-0.00875544548034668
1769539692.805362,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.07872875034809113,-0.7185856699943542,-2.2363338470458984,1.6022320985794067,1.3234553337097168,2.8130462169647217,-0.14856499433517456,-0.6826324462890625,-2.251464366912842,1.54163658618927,1.317552089691162,2.805177688598633,-0.06983624398708344,0.03595322370529175,-0.01513051986694336,-0.06059551239013672,-0.0059032440185546875,-0.007868528366088867
1769539692.9109297,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.11214080452919006,-0.7148597836494446,-2.2432100772857666,1.573788046836853,1.3201383352279663,2.8096988201141357,-0.18248246610164642,-0.6799876093864441,-2.258535623550415,1.5107048749923706,1.3176994323730469,2.807831287384033,-0.07034166157245636,0.03487217426300049,-0.015325546264648438,-0.06308317184448242,-0.0024389028549194336,-0.001867532730102539
1769539693.0075185,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.14328090846538544,-0.7057722210884094,-2.2500863075256348,1.5467675924301147,1.3183965682983398,2.8077147006988525,-0.21864831447601318,-0.6784415245056152,-2.266733169555664,1.478569507598877,1.3189682960510254,2.8143045902252197,-0.07536740601062775,0.02733069658279419,-0.016646862030029297,-0.06819808483123779,0.0005717277526855469,0.0065898895263671875
1769539693.1057706,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.1779954731464386,-0.7023795247077942,-2.258143901824951,1.5135979652404785,1.3179421424865723,2.809138536453247,-0.255046546459198,-0.6750396490097046,-2.2736172676086426,1.447577714920044,1.3174419403076172,2.8173937797546387,-0.0770510733127594,0.0273398756980896,-0.015473365783691406,-0.06602025032043457,-0.0005002021789550781,0.008255243301391602
1769539693.2040412,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.21410350501537323,-0.7008042931556702,-2.2643537521362305,1.4827909469604492,1.317745327949524,2.8133037090301514,-0.2898256480693817,-0.6680864691734314,-2.2791085243225098,1.4193816184997559,1.3127450942993164,2.8176753520965576,-0.07572214305400848,0.03271782398223877,-0.014754772186279297,-0.06340932846069336,-0.0050002336502075195,0.00437164306640625
1769539693.3067155,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.24921181797981262,-0.6963211297988892,-2.2715632915496826,1.4523475170135498,1.3166850805282593,2.8160297870635986,-0.3255308270454407,-0.6583727598190308,-2.281869888305664,1.392189383506775,1.3069461584091187,2.8152122497558594,-0.07631900906562805,0.0379483699798584,-0.010306596755981445,-0.0601581335067749,-0.009738922119140625,-0.0008175373077392578
1769539693.4067492,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.28265416622161865,-0.6908988356590271,-2.276834011077881,1.425357460975647,1.3135952949523926,2.816847801208496,-0.3636365532875061,-0.6507653594017029,-2.283855438232422,1.3585827350616455,1.300884485244751,2.8132476806640625,-0.08098238706588745,0.04013347625732422,-0.007021427154541016,-0.06677472591400146,-0.012710809707641602,-0.0036001205444335938
1769539693.5071507,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.32070085406303406,-0.6807510256767273,-2.280862808227539,1.394611120223999,1.307642936706543,2.8152878284454346,-0.4027796983718872,-0.6419541835784912,-2.284721851348877,1.3192524909973145,1.296390414237976,2.8131630420684814,-0.08207884430885315,0.038796842098236084,-0.0038590431213378906,-0.07535862922668457,-0.011252522468566895,-0.002124786376953125
1769539693.607601,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.35792964696884155,-0.6726025342941284,-2.2832860946655273,1.3614717721939087,1.3026598691940308,2.814394235610962,-0.439426064491272,-0.6330537796020508,-2.284419536590576,1.281952142715454,1.2907334566116333,2.8169212341308594,-0.08149641752243042,0.03954875469207764,-0.0011334419250488281,-0.07951962947845459,-0.011926412582397461,0.002526998519897461
1769539693.7075639,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.3944920599460602,-0.6663624048233032,-2.2844676971435547,1.3257272243499756,1.2972981929779053,2.8148181438446045,-0.4754335582256317,-0.6251511573791504,-2.2839698791503906,1.2486141920089722,1.2831436395645142,2.823378086090088,-0.08094149827957153,0.04121124744415283,0.0004978179931640625,-0.07711303234100342,-0.014154553413391113,0.008559942245483398
1769539693.808042,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.4343562424182892,-0.6556389927864075,-2.28464937210083,1.2873775959014893,1.2912852764129639,2.818256378173828,-0.5088669061660767,-0.6215242147445679,-2.2827868461608887,1.2183935642242432,1.2723280191421509,2.83078932762146,-0.07451066374778748,0.0341147780418396,0.0018625259399414062,-0.0689840316772461,-0.01895725727081299,0.012532949447631836
1769539693.9060407,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.46846503019332886,-0.6467635035514832,-2.284619092941284,1.2563283443450928,1.2840303182601929,2.823451519012451,-0.5401636958122253,-0.6206488609313965,-2.279071092605591,1.1911500692367554,1.2588953971862793,2.8372321128845215,-0.07169866561889648,0.02611464262008667,0.005548000335693359,-0.0651782751083374,-0.025134921073913574,0.013780593872070312
1769539694.0077894,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.5017558336257935,-0.6434919238090515,-2.2838618755340576,1.2258546352386475,1.2736401557922363,2.8299036026000977,-0.5711455941200256,-0.6206928491592407,-2.2727162837982178,1.1650044918060303,1.244642972946167,2.8442013263702393,-0.06938976049423218,0.02279907464981079,0.011145591735839844,-0.06085014343261719,-0.028997182846069336,0.014297723770141602
1769539694.1085238,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.5365309715270996,-0.6415835618972778,-2.280893087387085,1.1953506469726562,1.259100079536438,2.8372342586517334,-0.6042320728302002,-0.621528148651123,-2.264387845993042,1.1367580890655518,1.2302855253219604,2.849207878112793,-0.06770110130310059,0.020055413246154785,0.01650524139404297,-0.05859255790710449,-0.02881455421447754,0.01197361946105957
1769539694.2046392,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.5680952072143555,-0.6407959461212158,-2.2751376628875732,1.1683303117752075,1.2453324794769287,2.8436410427093506,-0.6345118284225464,-0.6220963597297668,-2.255535125732422,1.1083776950836182,1.2167552709579468,2.8540992736816406,-0.06641662120819092,0.018699586391448975,0.019602537155151367,-0.059952616691589355,-0.028577208518981934,0.010458230972290039
1769539694.3072248,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.6005984544754028,-0.6411594748497009,-2.2677161693573,1.140158772468567,1.231973648071289,2.8489420413970947,-0.6635562181472778,-0.6247528791427612,-2.2457480430603027,1.079028844833374,1.2044897079467773,2.8622758388519287,-0.062957763671875,0.016406595706939697,0.02196812629699707,-0.06112992763519287,-0.02748394012451172,0.013333797454833984
1769539694.4079576,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.6301634311676025,-0.641371488571167,-2.2601735591888428,1.1141682863235474,1.2190845012664795,2.854318857192993,-0.6920076012611389,-0.6296913623809814,-2.2332088947296143,1.0486648082733154,1.1917184591293335,2.870811939239502,-0.06184417009353638,0.011680126190185547,0.026964664459228516,-0.06550347805023193,-0.027366042137145996,0.01649308204650879
1769539694.5041637,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.660818874835968,-0.6435525417327881,-2.2504498958587646,1.0819376707077026,1.2052258253097534,2.862755298614502,-0.7227994799613953,-0.6370849609375,-2.217308759689331,1.0170100927352905,1.178494930267334,2.877039909362793,-0.061980605125427246,0.006467580795288086,0.033141136169433594,-0.06492757797241211,-0.026730895042419434,0.014284610748291016
