timestamp,model_type,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769570905.193789,full,goal2.png,0.07536640763282776,-0.15100537240505219,-2.2495105266571045,1.7730485200881958,1.4197685718536377,2.393305778503418,-0.05743759870529175,-0.12962263822555542,-2.260831356048584,1.7402163743972778,1.372756838798523,2.37705135345459,-0.1328040063381195,0.021382734179496765,-0.011320829391479492,-0.03283214569091797,-0.047011733055114746,-0.016254425048828125
1769570905.2128558,full,goal2.png,0.07636603713035583,-0.16454572975635529,-2.244633436203003,1.7065880298614502,1.4197837114334106,2.3932602405548096,-0.0586203932762146,-0.12881620228290558,-2.2543203830718994,1.7104768753051758,1.371117115020752,2.3809633255004883,-0.13498643040657043,0.03572952747344971,-0.009686946868896484,0.003888845443725586,-0.04866659641265869,-0.012296915054321289
1769570905.3069632,full,goal2.png,0.0627952367067337,-0.157608762383461,-2.2422707080841064,1.7154635190963745,1.4056373834609985,2.3879592418670654,-0.060198575258255005,-0.12464891374111176,-2.2491798400878906,1.691375494003296,1.3731244802474976,2.3856568336486816,-0.12299381196498871,0.03295984864234924,-0.00690913200378418,-0.024088025093078613,-0.03251290321350098,-0.002302408218383789
1769570905.4139476,full,goal2.png,0.02362777106463909,-0.13816134631633759,-2.2469658851623535,1.7101926803588867,1.3828579187393188,2.3847179412841797,-0.06459524482488632,-0.1191762387752533,-2.246770143508911,1.6825072765350342,1.3726261854171753,2.387019634246826,-0.08822301775217056,0.01898510754108429,0.0001957416534423828,-0.02768540382385254,-0.010231733322143555,0.0023016929626464844
1769570905.5090616,full,goal2.png,-0.016751447692513466,-0.1274985671043396,-2.246784210205078,1.6981667280197144,1.3780262470245361,2.3851571083068848,-0.07604918628931046,-0.11444392055273056,-2.246067523956299,1.677649974822998,1.3664541244506836,2.384289503097534,-0.05929774045944214,0.01305464655160904,0.0007166862487792969,-0.02051675319671631,-0.011572122573852539,-0.0008676052093505859
1769570905.6109908,full,goal2.png,-0.05670648440718651,-0.12222790718078613,-2.2463297843933105,1.6865650415420532,1.3744820356369019,2.3861870765686035,-0.09425519406795502,-0.10958883166313171,-2.2443137168884277,1.6728668212890625,1.3586323261260986,2.375805377960205,-0.03754870966076851,0.012639075517654419,0.0020160675048828125,-0.013698220252990723,-0.015849709510803223,-0.010381698608398438
1769570905.7173996,full,goal2.png,-0.07048933953046799,-0.11825953423976898,-2.2462997436523438,1.6799613237380981,1.3689842224121094,2.3835365772247314,-0.11812958121299744,-0.1042833998799324,-2.237722873687744,1.6665441989898682,1.3511111736297607,2.3652138710021973,-0.04764024168252945,0.013976134359836578,0.00857686996459961,-0.01341712474822998,-0.017873048782348633,-0.01832270622253418
1769570905.8087704,full,goal2.png,-0.08796779066324234,-0.11632084846496582,-2.2453908920288086,1.6750237941741943,1.3613353967666626,2.3764634132385254,-0.14221395552158356,-0.10119462013244629,-2.2317967414855957,1.6587188243865967,1.3431999683380127,2.354564905166626,-0.05424616485834122,0.015126228332519531,0.01359415054321289,-0.016304969787597656,-0.018135428428649902,-0.021898508071899414
1769570905.916757,full,goal2.png,-0.11398856341838837,-0.11377651244401932,-2.2419373989105225,1.668056607246399,1.3525810241699219,2.3666489124298096,-0.16345112025737762,-0.10063816606998444,-2.22978138923645,1.6493723392486572,1.3325493335723877,2.3446335792541504,-0.04946255683898926,0.013138346374034882,0.012156009674072266,-0.0186842679977417,-0.02003169059753418,-0.02201533317565918
1769570906.012788,full,goal2.png,-0.13531410694122314,-0.10974757373332977,-2.2382116317749023,1.6609077453613281,1.3450838327407837,2.3579702377319336,-0.1851300299167633,-0.09780040383338928,-2.2289586067199707,1.6407984495162964,1.3234773874282837,2.3361618518829346,-0.04981592297554016,0.01194716989994049,0.00925302505493164,-0.02010929584503174,-0.0216064453125,-0.021808385848999023
