timestamp,model_name,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769539509.9728115,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.15409515798091888,-1.3159430027008057,-1.7859832048416138,1.4860928058624268,1.3693475723266602,3.1628575325012207,0.030513927340507507,-1.2473008632659912,-1.8411904573440552,1.505070447921753,1.3994654417037964,3.100377321243286,-0.12358123064041138,0.06864213943481445,-0.055207252502441406,0.018977642059326172,0.03011786937713623,-0.06248021125793457
1769539509.9868011,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.15409515798091888,-1.3159127235412598,-1.7859832048416138,1.4861230850219727,1.3693475723266602,3.1628878116607666,0.031190410256385803,-1.2466641664505005,-1.8422702550888062,1.5058202743530273,1.39908766746521,3.101250410079956,-0.12290474772453308,0.06924855709075928,-0.05628705024719238,0.019697189331054688,0.029740095138549805,-0.06163740158081055
1769539510.0892916,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.14818818867206573,-1.3123685121536255,-1.7912843227386475,1.487577199935913,1.3725131750106812,3.1537246704101562,0.03130977600812912,-1.2453948259353638,-1.8424608707427979,1.506035566329956,1.3990800380706787,3.1002533435821533,-0.11687841266393661,0.06697368621826172,-0.05117654800415039,0.01845836639404297,0.02656686305999756,-0.05347132682800293
1769539510.1869512,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.10826343297958374,-1.2771692276000977,-1.8233331441879272,1.4983004331588745,1.3925057649612427,3.1161322593688965,0.026677191257476807,-1.2395648956298828,-1.8449020385742188,1.5051515102386475,1.3977621793746948,3.0967698097229004,-0.08158624172210693,0.037604331970214844,-0.021568894386291504,0.006851077079772949,0.0052564144134521484,-0.019362449645996094
1769539510.2877262,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.058493759483098984,-1.2619930505752563,-1.8367524147033691,1.5032986402511597,1.3968981504440308,3.105530023574829,0.01362055167555809,-1.229644536972046,-1.8473873138427734,1.5002555847167969,1.397046446800232,3.088813543319702,-0.044873207807540894,0.03234851360321045,-0.010634899139404297,-0.003043055534362793,0.00014829635620117188,-0.016716480255126953
1769539510.3912637,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.02777768485248089,-1.2585095167160034,-1.8409932851791382,1.503662109375,1.3971859216690063,3.0998504161834717,-0.012191696092486382,-1.2197089195251465,-1.8495707511901855,1.487109899520874,1.3976744413375854,3.0798418521881104,-0.03996938094496727,0.038800597190856934,-0.008577466011047363,-0.016552209854125977,0.0004885196685791016,-0.020008563995361328
1769539510.4893687,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,0.018902186304330826,-1.2529659271240234,-1.8436893224716187,1.50117826461792,1.3974131345748901,3.092686176300049,-0.040985412895679474,-1.2146955728530884,-1.8494796752929688,1.470153570175171,1.3994019031524658,3.074568748474121,-0.0598875992000103,0.03827035427093506,-0.005790352821350098,-0.031024694442749023,0.0019887685775756836,-0.018117427825927734
1769539510.5867453,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.0027566158678382635,-1.2459685802459717,-1.845961093902588,1.4892734289169312,1.3979886770248413,3.0830230712890625,-0.06863820552825928,-1.2117640972137451,-1.846572756767273,1.4524946212768555,1.4012967348098755,3.071601390838623,-0.06588158756494522,0.03420448303222656,-0.0006116628646850586,-0.036778807640075684,0.0033080577850341797,-0.011421680450439453
1769539510.6890628,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.034260183572769165,-1.2415156364440918,-1.8471728563308716,1.4749454259872437,1.3986399173736572,3.077313184738159,-0.09301906824111938,-1.2095601558685303,-1.842972993850708,1.4363881349563599,1.4027743339538574,3.0627713203430176,-0.05875888466835022,0.03195548057556152,0.004199862480163574,-0.03855729103088379,0.004134416580200195,-0.014541864395141602
1769539510.7922313,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.0602203905582428,-1.2397587299346924,-1.8463549613952637,1.4593451023101807,1.4002605676651,3.0736629962921143,-0.11866778135299683,-1.2091565132141113,-1.8395419120788574,1.420845866203308,1.4053927659988403,3.0495526790618896,-0.05844739079475403,0.030602216720581055,0.00681304931640625,-0.03849923610687256,0.005132198333740234,-0.02411031723022461
1769539510.8911932,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.08421162515878677,-1.237850308418274,-1.84390127658844,1.4412304162979126,1.4025778770446777,3.0645298957824707,-0.1450423300266266,-1.209465742111206,-1.8390426635742188,1.4055131673812866,1.408660650253296,3.038458824157715,-0.06083070486783981,0.02838456630706787,0.004858613014221191,-0.03571724891662598,0.006082773208618164,-0.02607107162475586
1769539510.9862156,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.10932369530200958,-1.2371233701705933,-1.8415082693099976,1.4272961616516113,1.404531717300415,3.0550031661987305,-0.1714676171541214,-1.2090717554092407,-1.8394242525100708,1.3906888961791992,1.4105643033981323,3.0295252799987793,-0.062143921852111816,0.02805161476135254,0.002084016799926758,-0.03660726547241211,0.006032586097717285,-0.025477886199951172
1769539511.0889423,/home/jerry/Desktop/checkpoints/best_cvae_full_desktop_v2.pth,goal1.png,-0.13846455514431,-1.2371233701705933,-1.8404783010482788,1.410999059677124,1.4080305099487305,3.042689323425293,-0.1980215311050415,-1.2069244384765625,-1.8392343521118164,1.3757749795913696,1.410596489906311,3.018354654312134,-0.059556975960731506,0.03019893169403076,0.0012439489364624023,-0.035224080085754395,0.0025659799575805664,-0.02433466911315918
