timestamp,model_type,goal_image,curr_j0,curr_j1,curr_j2,curr_j3,curr_j4,curr_j5,cmd_j0,cmd_j1,cmd_j2,cmd_j3,cmd_j4,cmd_j5,step_diff_j0,step_diff_j1,step_diff_j2,step_diff_j3,step_diff_j4,step_diff_j5
1769629910.8995996,visual,goal2.png,0.22937065362930298,-1.2605388164520264,-1.9653115272521973,1.1332824230194092,1.4145735502243042,3.2464027404785156,0.39742451906204224,-1.267663836479187,-1.9565317630767822,1.333282470703125,1.2937623262405396,3.2113101482391357,0.16805386543273926,-0.0071250200271606445,0.008779764175415039,0.20000000298023224,-0.12081122398376465,-0.03509259223937988
1769629910.9121213,visual,goal2.png,0.2293403595685959,-1.2605085372924805,-1.9653418064117432,1.1332521438598633,1.4145886898040771,3.2463877201080322,0.42297396063804626,-1.257771611213684,-1.9655141830444336,1.333252191543579,1.2925517559051514,3.2144904136657715,0.19363360106945038,0.0027369260787963867,-0.0001723766326904297,0.20000000298023224,-0.12203693389892578,-0.03189730644226074
1769629911.0132508,visual,goal2.png,0.23570168018341064,-1.2605388164520264,-1.9651902914047241,1.1414613723754883,1.4025778770446777,3.247251033782959,0.4357016682624817,-1.251255750656128,-1.9710018634796143,1.341461420059204,1.2875930070877075,3.2155916690826416,0.20000000298023224,0.009283065795898438,-0.005811572074890137,0.20000000298023224,-0.11498486995697021,-0.03165936470031738
1769629911.1135566,visual,goal2.png,0.2745662331581116,-1.2586910724639893,-1.9633121490478516,1.197198510169983,1.3423726558685303,3.2389965057373047,0.42787081003189087,-1.2569841146469116,-1.9682987928390503,1.3971985578536987,1.289900541305542,3.2191760540008545,0.1533045768737793,0.0017069578170776367,-0.0049866437911987305,0.20000000298023224,-0.05247211456298828,-0.019820451736450195
1769629911.221946,visual,goal2.png,0.31809577345848083,-1.2556012868881226,-1.9661595821380615,1.2531477212905884,1.3052347898483276,3.217731475830078,0.3954608142375946,-1.2850112915039062,-1.944272518157959,1.4531477689743042,1.298486351966858,3.2039361000061035,0.07736504077911377,-0.02941000461578369,0.02188706398010254,0.20000000298023224,-0.0067484378814697266,-0.01379537582397461
1769629911.3176975,visual,goal2.png,0.3610800504684448,-1.2561768293380737,-1.9676438570022583,1.3098845481872559,1.3000547885894775,3.218367576599121,0.3820529580116272,-1.3201349973678589,-1.9254682064056396,1.5098845958709717,1.3138248920440674,3.1756484508514404,0.020972907543182373,-0.06395816802978516,0.04217565059661865,0.20000000298023224,0.013770103454589844,-0.042719125747680664
1769629911.4239495,visual,goal2.png,0.4010957181453705,-1.2725647687911987,-1.95310378074646,1.3699535131454468,1.3032505512237549,3.2092041969299316,0.38154032826423645,-1.335811734199524,-1.9220073223114014,1.5699535608291626,1.3293572664260864,3.1246509552001953,-0.019555389881134033,-0.0632469654083252,0.031096458435058594,0.20000000298023224,0.026106715202331543,-0.08455324172973633
1769629911.5160904,visual,goal2.png,0.39158403873443604,-1.2989792823791504,-1.9350800514221191,1.4256603717803955,1.3135044574737549,3.1871063709259033,0.36063241958618164,-1.3483057022094727,-1.903585433959961,1.6174087524414062,1.3435494899749756,3.0796492099761963,-0.030951619148254395,-0.049326419830322266,0.0314946174621582,0.19174838066101074,0.030045032501220703,-0.10745716094970703
1769629911.6154468,visual,goal2.png,0.38222381472587585,-1.3114899396896362,-1.9258712530136108,1.4809433221817017,1.3258181810379028,3.1471059322357178,0.30494511127471924,-1.364258050918579,-1.853203296661377,1.6320174932479858,1.3598068952560425,3.016360282897949,-0.07727870345115662,-0.05276811122894287,0.07266795635223389,0.15107417106628418,0.03398871421813965,-0.13074564933776855
1769629911.7128615,visual,goal2.png,0.3669264018535614,-1.3240307569503784,-1.9075448513031006,1.5402549505233765,1.3395555019378662,3.098653793334961,0.21772007644176483,-1.3371626138687134,-1.8061025142669678,1.6305944919586182,1.371033787727356,2.944293737411499,-0.14920632541179657,-0.013131856918334961,0.10144233703613281,0.0903395414352417,0.031478285789489746,-0.15436005592346191
