time,target_x,actual_x,obs_meta
0.001,0.25,-7.347690444166003e-17,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.002,0.25,1.1567517744326735e-09,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.003,-20.859175484108356,1.0380149354018005e-08,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.004,-20.85538969871578,4.1369031673246415e-08,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.005,-20.85160391332323,1.1442442587864797e-07,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.006,-20.847818127930715,2.562234637624974e-07,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.007,-20.844032342538227,4.995709417147006e-07,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.008,-20.84024655714577,8.832472115085959e-07,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.009000000000000001,-20.836460771753337,1.4519389182851165e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.010000000000000002,-20.83267498636094,2.2557123759326302e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.011000000000000003,-20.828889200968568,3.3495527267138297e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.012000000000000004,-20.825103415576226,4.7932547041685675e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.013000000000000005,-20.821317630183913,6.651189756488261e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.014000000000000005,-20.81753184479163,8.992091970380155e-06,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.015000000000000006,-20.813746059399378,1.1888862180600467e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.016000000000000007,-20.809960274007153,1.5418389306802247e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.017000000000000008,-20.80617448861496,1.966138774534362e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.01800000000000001,-20.802388703222796,2.4702249505243582e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.01900000000000001,-20.79860291783066,3.061213598470202e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.02000000000000001,-20.794817132438553,3.69654091634649e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.02100000000000001,-20.791031347046477,4.373515475787829e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.022000000000000013,-20.78724556165443,5.085652580184692e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.023000000000000013,-20.78345977626241,5.825027243630109e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.024000000000000014,-20.779673990870425,6.583861966094008e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.025000000000000015,-20.775888205478466,7.5578347491794e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.026000000000000016,-20.772102420086537,8.48417753193313e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
0.027000000000000017,-20.76831663469464,9.533057389436688e-05,"{'pos': [0.36010585313443066, 0.006440103414077171, 0.41228097281630516], 'size': [0.08798098506461183, 0.0, 0.0], 'type': 2, 'color': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 1.0]}"
