idx,q1,q2,q3,q4,q5,q6,x,y,z
0,-1.5026192089497101,-0.12918928354176643,-2.643030820967124,0.32776882106305033,1.396102773023229,0.0,0.19994792969844588,4.485906836567549e-05,0.3000440872487336
1,-1.503409658293168,-0.1394548042274315,-2.626207410982217,0.32567606768478424,1.393536153716611,0.0,0.2050252539458013,0.0003194229573358319,0.3005965186058046
2,-1.5042001076366258,-0.14972032491309661,-2.6093840009973106,0.3235833143065182,1.3909695344099933,0.0,0.21009257804053677,0.0005853270542337512,0.3011312560234986
3,-1.5049905569800832,-0.15998584559876172,-2.5925605910124037,0.3214905609282521,1.3884029151033752,0.0,0.215149481099186,0.0008425665302723619,0.3016483041960789
4,-1.505781006323541,-0.1702513662844268,-2.5757371810274967,0.31939780754998603,1.3858362957967576,0.0,0.22019554298730182,0.0010911379157736763,0.3021476705153501
5,-1.506571455666999,-0.18051688697009188,-2.55891377104259,0.31730505417171995,1.3832696764901395,0.0,0.22523034435980954,0.0013310390995923769,0.30262936506784194
6,-1.5073619050104567,-0.190782407655757,-2.5420903610576833,0.3152123007934539,1.3807030571835217,0.0,0.23025346670128585,0.001562269328351372,0.3030934006316773
7,-1.5081523543539144,-0.2010479283414221,-2.5252669510727763,0.3131195474151878,1.3781364378769037,0.0,0.23526449236615962,0.0017848292054883069,0.3035397926731153
8,-1.508942803697372,-0.21131344902708718,-2.5084435410878694,0.3110267940369218,1.375569818570286,0.0,0.24026300461883238,0.0019987206901175125,0.30396855934277517
9,-1.5097332530408298,-0.22157896971275226,-2.491620131102963,0.3089340406586557,1.373003199263668,0.0,0.245248587673712,0.0022039470957025582,0.304379721471541
10,-1.515484403152561,-0.24133182179740487,-2.4587815676298663,0.30382542193531487,1.3665427967677248,0.0027866811492302324,0.2549750054616997,0.0015528977890689518,0.3051496155652449
11,-1.5204451039208342,-0.25081915319639236,-2.4427664141416763,0.30080955659024017,1.3626490135783995,0.005573362298460465,0.25971348637420183,0.0006576020373887468,0.30551289553171695
12,-1.5254058046891075,-0.2603064845953799,-2.4267512606534867,0.29779369124516547,1.3587552303890744,0.008360043447690698,0.26443557703671694,-0.00028519475763802253,0.30586315477568043
13,-1.530366505457381,-0.2697938159943674,-2.4107361071652966,0.2947778259000908,1.354861447199749,0.01114672459692093,0.26914058755744635,-0.001275304129409606,0.30620040740489446
14,-1.5353272062256542,-0.2792811473933549,-2.394720953677107,0.291761960555016,1.350967664010424,0.013933405746151161,0.27382783071235706,-0.002312528588643479,0.3065246693231745
